Provider ID,Hospital name,State,ZIP Code,Latitude,Longitude,Review Score,Hip and Knee Replacement Score,Hip and Knee Replacement Lower,Hip and Knee Replacement Upper,Heart Failure Death Score,Heart Failure Death Lower,Heart Failure Death Upper,Blood clots post surgery Score,Blood clots post surgery Lower,Blood clots post surgery Upper,Heart Attack Death Score,Heart Attack Death Lower,Heart Attack Death Upper,Post surgery Sepsis Score,Post surgery Sepsis Lower,Post surgery Sepsis Upper,Postop Respiratory Failure Score,Postop Respiratory Failure Lower,Postop Respiratory Failure Upper,Postop Dialysis need Score,Postop Dialysis need Lower,Postop Dialysis need Upper,Surgical Complication Deaths Score,Surgical Complication Deaths Lower,Surgical Complication Deaths Upper,Pneumonia death Score,Pneumonia death Lower,Pneumonia death Upper,Stroke death Score,Stroke death Lower,Stroke death Upper,Num_OB/GYN,Num_Ortho,Num_Pediatric,Num_Addiction,Num_Prev_Care,Num_Assist
430015,AVERA ST MARY'S HOSPITAL,SD,57501,44.361268,-100.342235,,2.2,1.2,3.7,12.1,8.3,17.2,3.45,0.63,6.26,Not Available,Not Available,Not Available,4.89,1.04,8.74,5.93,0,13.23,1.28,0,2.74,Not Available,Not Available,Not Available,15.2,11.7,19.4,14.6,10.9,19.3,8,6,0,0,24,61
430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,SD,57117,43.534607,-96.711304,,2.2,1.5,3.0,12.9,10.5,15.7,4.38,2.82,5.94,14.1,10.9,18.1,7.14,4.65,9.64,9.32,5.81,12.82,0.87,0,2.07,146.70,106.01,187.4,14.9,12.6,17.6,15.9,13.1,19.0,36,51,2,0,141,443
430027,SANFORD USD MEDICAL CENTER,SD,57117,43.536678,-96.743388,,1.9,1.3,2.8,11.6,9.5,14.0,3.12,1.58,4.66,12.7,10.5,15.5,4.36,2.32,6.4,7.51,4.58,10.45,1.05,0.12,1.98,147.34,114.92,179.75,15,12.7,17.6,16.8,13.9,20.0,65,58,6,0,237,590
430048,REGIONAL HEALTH SPEARFISH HOSPITAL,SD,57783,44.497887,-103.861136,,3.6,2.4,5.4,12.5,8.6,17.8,4.62,1.93,7.31,Not Available,Not Available,Not Available,4.72,0.94,8.51,7.53,0.31,14.74,1.29,0,2.75,Not Available,Not Available,Not Available,15.8,11.7,20.6,14.6,10.6,19.5,5,7,0,0,30,68
430077,REGIONAL HEALTH RAPID CITY HOSPITAL,SD,57701,44.058609999999994,-103.224964,,3.0,1.8,5.0,12,9.9,14.6,3.35,1.62,5.09,12.2,10.0,14.8,5.32,2.43,8.21,12.71,7.6,17.82,1.02,0,2.14,153.83,117.18,190.49,14.8,12.7,17.5,15.2,12.3,18.5,5,22,2,2,98,232
430082,PHS INDIAN HOSPITAL AT RAPID CITY - SIOUX SAN,SD,57702,44.071261,-103.278376,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,2,30
430083,PHS INDIAN HOSPITAL AT EAGLE BUTTE,SD,57625,45.001611,-101.232885,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2,0,0,0,3,6
430084,PHS INDIAN HOSPITAL AT ROSEBUD,SD,57570,43.255334999999995,-100.842121,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14.9,10.9,19.7,Not Available,Not Available,Not Available,1,0,0,0,1,12
430089,DUNES SURGICAL HOSPITAL,SD,57049,42.504753,-96.496816,95.0,2.5,1.8,3.6,Not Available,Not Available,Not Available,3.86,1.40,6.33,Not Available,Not Available,Not Available,4.19,0.62,7.76,3.93,0,9.87,1.26,0,2.69,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,28,0,0,0,94
430090,SIOUX FALLS SPECIALTY HOSPITAL LLP,SD,57105,43.534828999999995,-96.714388,,2.4,1.7,3.3,Not Available,Not Available,Not Available,2.56,0.13,4.99,Not Available,Not Available,Not Available,4.22,0.64,7.8,4.17,0,10.29,1.26,0,2.71,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,35,0,0,0,69
430091,BLACK HILLS SURGICAL HOSPITAL LLP,SD,57703,44.046034999999996,-103.222912,,2.4,1.7,3.4,Not Available,Not Available,Not Available,2.63,0.17,5.09,Not Available,Not Available,Not Available,4.22,0.64,7.79,3.91,0,9.84,1.26,0,2.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3,27,0,2,10,54
430093,SAME DAY SURGERY CENTER LLC,SD,57701,44.05919,-103.229102,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2,0,0,0,0,16
430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA,SD,57108,43.489922,-96.780906,97.0,,Not Available,Not Available,10.9,8.0,14.7,4.43,2.04,6.83,11.8,9.8,14.2,3.96,0.93,6.99,7.55,0.34,14.76,1.09,0.05,2.12,174.71,127.02,222.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,0,46
430097,SANFORD ABERDEEN MEDICAL CENTER,SD,57402,45.462140000000005,-98.447237,,2.5,1.4,4.3,11.2,7.8,15.3,3.55,0.69,6.41,12.7,9.7,16.6,4.95,1.07,8.82,6.34,0,13.9,1.29,0,2.74,Not Available,Not Available,Not Available,13.4,10.4,17.1,13.7,9.9,18.3,5,5,0,0,7,82
431300,MADISON REGIONAL HEALTH SYSTEM,SD,57042,43.993021,-97.119752,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15.6,11.4,21.4,Not Available,Not Available,Not Available,7,1,0,0,7,17
431301,FAULKTON AREA MEDICAL CENTER,SD,57438,45.029999,-99.13157,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,4,4
431302,AVERA GETTYSBURG HOSPITAL,SD,57442,45.013551,-99.948128,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,0,5
431305,DOUGLAS COUNTY MEMORIAL HOSPITAL-CAH,SD,57313,43.324825,-98.344824,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13.5,9.7,18.4,Not Available,Not Available,Not Available,0,0,0,0,2,8
431306,PLATTE HEALTH CENTER - CAH,SD,57369,43.384182,-98.836395,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14.6,10.5,19.9,Not Available,Not Available,Not Available,0,0,0,0,4,8
431307,SANFORD CLEAR LAKE MEDICAL CENTER,SD,57226,44.752678,-96.68256,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15.2,10.7,20.8,Not Available,Not Available,Not Available,0,0,0,0,4,3
431308,EUREKA COMMUNITY HEALTH SERVICES - CAH,SD,57437,45.771615999999995,-99.622616,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,2,4
431309,COMMUNITY MEMORIAL HOSPITAL,SD,57523,43.182109,-99.293999,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,2,4
431310,AVERA FLANDREAU HOSPITAL - CAH,SD,57028,44.050568,-96.590989,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16.2,11.5,22.6,Not Available,Not Available,Not Available,0,0,0,0,4,13
431311,SANFORD HOSPITAL WEBSTER - CAH,SD,57274,45.339079,-97.52149,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16,11.6,21.8,Not Available,Not Available,Not Available,0,0,1,0,3,4
431312,MARSHALL COUNTY HEALTHCARE CENTER - CAH,SD,57430,45.789215000000006,-97.746049,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,0,6
431313,FREEMAN MEDICAL CENTER - CAH,SD,57029,43.347543,-97.431046,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17.5,12.6,23.8,Not Available,Not Available,Not Available,0,0,0,0,4,3
431314,BENNETT COUNTY HOSPITAL AND NURSING HOME - CAH,SD,57551,43.169259,-101.72995,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,2,1
431315,WAGNER COMMUNITY MEMORIAL HOSPITAL - CAH,SD,57380,43.079081,-98.300996,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15.4,10.8,21.2,Not Available,Not Available,Not Available,0,1,0,0,4,12
431316,COMMUNITY MEMORIAL HOSPITAL,SD,57469,44.871967,-98.520169,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16.5,12.5,21.6,Not Available,Not Available,Not Available,0,0,0,0,5,11
431317,LANDMANN-JUNGMAN MEMORIAL HOSPITAL - CAH,SD,57059,43.149494,-97.728104,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,1,7
431318,BOWDLE HOSPITAL - CAH,SD,57428,45.44839,-99.662328,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,1,2
431319,HANS P PETERSON MEMORIAL HOSPITAL - CAH,SD,57567,44.039935,-101.671213,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14.8,10.3,20.5,Not Available,Not Available,Not Available,0,1,0,0,3,5
431320,REGIONAL HEALTH LEAD-DEADWOOD HOSPITAL,SD,57732,44.370048,-103.728348,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16.8,11.8,23.2,Not Available,Not Available,Not Available,0,0,0,0,4,11
431321,REGIONAL HEALTH STURGIS HOSPITAL,SD,57785,44.402787,-103.509122,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,18.3,13.6,24.2,Not Available,Not Available,Not Available,0,3,0,0,10,22
431322,FALL RIVER HOSPITAL - CAH,SD,57747,43.418312,-103.480783,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13.5,9.7,18.2,Not Available,Not Available,Not Available,0,1,0,0,3,3
431323,REGIONAL HEALTH CUSTER HOSPITAL,SD,57730,43.772816,-103.591173,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15.4,10.9,21.4,Not Available,Not Available,Not Available,0,3,0,0,14,3
431324,AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH,SD,57382,44.080394,-98.563682,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16.4,12.0,22.1,Not Available,Not Available,Not Available,0,3,0,0,6,11
431325,MOBRIDGE REGIONAL HOSPITAL - CAH,SD,57601,45.546136,-100.448152,,,Not Available,Not Available,13.1,9.0,18.9,Not Available,Not Available,Not Available,14.8,11.4,19.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,18.4,13.3,24.5,Not Available,Not Available,Not Available,2,2,0,0,4,11
431326,MILBANK AREA HOSPITAL/AVERA HEALTH,SD,57252,45.208386,-96.619519,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16.1,11.9,21.7,Not Available,Not Available,Not Available,0,0,0,0,13,13
431327,ST MICHAEL'S HOSPITAL - CAH,SD,57066,42.991253,-97.867896,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16.7,12.1,22.7,Not Available,Not Available,Not Available,0,1,0,0,2,6
431328,PIONEER MEMORIAL HOSPITAL - CAH,SD,57070,43.175409,-97.084301,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16.2,11.5,22.1,Not Available,Not Available,Not Available,0,0,0,0,2,5
431329,SANFORD CHAMBERLAIN MEDICAL CENTER,SD,57325,43.785109999999996,-99.326134,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17,12.6,22.7,Not Available,Not Available,Not Available,1,0,0,0,9,17
431330,AVERA ST BENEDICT HEALTH CENTER - CAH,SD,57366,43.398945,-97.990061,,,Not Available,Not Available,10.8,7.2,15.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16.8,12.6,22.4,Not Available,Not Available,Not Available,0,2,0,0,8,1
431331,AVERA DELLS AREA HOSPITAL  - CAH,SD,57022,43.828588,-96.715344,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15.5,11.0,21.1,Not Available,Not Available,Not Available,0,2,0,0,9,9
431332,AVERA DE SMET MEMORIAL HOSPITAL - CAH,SD,57231,44.385844,-97.561296,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,3,12
431333,SANFORD CANTON-INWOOD MEDICAL CENTER - CAH,SD,57013,43.304944,-96.557249,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16.2,11.7,21.7,Not Available,Not Available,Not Available,0,0,0,0,15,29
431334,WINNER REGIONAL HEALTHCARE CENTER - CAH,SD,57580,43.370946999999994,-99.847617,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17.6,12.9,23.4,Not Available,Not Available,Not Available,1,5,0,0,13,13
431335,HURON REGIONAL MEDICAL CENTER,SD,57350,44.362035,-98.210751,,2.4,1.3,4.4,13.7,9.5,19.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17.8,13.7,22.9,16.5,11.8,22.6,3,5,1,0,5,10
431336,SANFORD VERMILLION HOSPITAL,SD,57069,42.778634999999994,-96.919918,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13.5,9.4,18.8,Not Available,Not Available,Not Available,0,6,0,0,7,17
431337,AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC,SD,57362,44.520623,-98.992044,,,Not Available,Not Available,11.8,8.0,16.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15.5,11.4,20.9,Not Available,Not Available,Not Available,0,2,0,0,2,4
431338,AVERA GREGORY HOSPITAL,SD,57533,43.230091,-99.43527399999999,,,Not Available,Not Available,11.4,8.0,15.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12.2,9.1,16.4,Not Available,Not Available,Not Available,0,3,0,0,8,7
431339,COTEAU DES PRAIRIES HEALTH CARE SYSTEM,SD,57262,45.658371,-97.050864,,,Not Available,Not Available,11.4,7.7,16.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15.4,11.1,21.4,Not Available,Not Available,Not Available,1,0,0,0,10,5
433300,LIFESCAPE,SD,57105,43.529458,-96.756208,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,0,0
440001,UNICOI COUNTY  HOSPITAL,TN,37650,36.133164,-82.412671,,,Not Available,Not Available,11.2,7.4,16.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15.2,11.1,20.1,Not Available,Not Available,Not Available,0,0,0,0,2,18
440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,TN,38301,35.639540000000004,-88.831973,,2.6,1.8,3.5,13.7,12.2,15.3,5.19,3.74,6.64,13.6,11.9,15.3,5.48,2.84,8.12,5.87,1.56,10.19,1.36,0.3,2.41,180.51,150.75,210.27,19.8,18.1,21.5,16.1,14.1,18.3,37,20,11,0,130,174
440003,SUMNER REGIONAL MEDICAL CENTER,TN,37066,36.391117,-86.434341,,2.0,1.2,3.3,10.4,8.0,13.5,3.57,1.06,6.07,14.1,10.9,18.1,5.67,2.04,9.31,6.21,0,12.74,1.19,0,2.58,165.41,116.21,214.62,19,16.0,22.2,15.4,11.3,19.9,9,18,1,0,28,46
440006,TRISTAR SKYLINE MEDICAL CENTER,TN,37207,36.245301,-86.756463,,2.9,1.8,4.8,13,10.2,16.4,3.39,1.30,5.48,14.8,11.6,18.7,4.65,1.15,8.15,12.28,6.64,17.93,1.58,0.18,2.98,170.28,132.67,207.89,17.8,15.1,20.6,17.9,15.3,20.7,2,16,4,0,14,70
440007,UNITY MEDICAL CENTER,TN,37355,35.497932,-86.078141,,,Not Available,Not Available,11.6,7.8,16.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14.1,10.9,18.0,Not Available,Not Available,Not Available,0,2,1,0,13,13
440008,HENDERSON COUNTY COMMUNITY HOSPITAL,TN,38351,35.654195,-88.398838,,,Not Available,Not Available,12.8,9.1,17.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15.9,11.8,21.1,Not Available,Not Available,Not Available,0,1,0,1,7,11
440009,CUMBERLAND MEDICAL CENTER,TN,38555,35.942713,-85.02300699999998,,2.6,1.6,4.3,10.7,8.4,13.4,2.93,0.33,5.53,15,11.8,18.8,4.77,0.96,8.57,7.83,0.48,15.18,1.27,0,2.72,Not Available,Not Available,Not Available,15.1,12.7,17.8,15.2,11.5,19.5,5,8,5,0,19,56
440010,WAYNE MEDICAL CENTER,TN,38485,35.325355,-87.757533,95.0,,Not Available,Not Available,10,6.8,14.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15,11.5,19.0,Not Available,Not Available,Not Available,0,0,5,0,10,17
440011,BLOUNT MEMORIAL HOSPITAL,TN,37804,35.754975,-83.958602,,2.9,1.8,4.6,10.6,8.3,13.5,5.06,2.79,7.34,12.8,10.2,15.8,6.50,3.01,10,13.27,6.75,19.79,1.17,0,2.56,176.55,129.02,224.09,14.9,13.0,17.0,13.4,10.6,16.5,17,44,0,2,80,123
440012,BRISTOL REGIONAL MEDICAL CENTER,TN,37620,36.531703,-82.192545,,2.1,1.3,3.2,11.5,9.2,14.3,2.19,0.23,4.15,13.7,11.3,16.6,4.64,1.69,7.59,13.97,9.38,18.55,0.89,0,2.1,172.58,132.13,213.03,16.6,14.4,18.9,15.7,12.8,19.1,7,9,4,0,63,134
440015,UNIVERSITY OF TN MEDICAL CENTER (THE),TN,37920,35.93826,-83.946678,96.0,2.6,1.8,3.6,13.4,11.0,16.1,3.76,2.25,5.26,14.6,11.9,17.7,9.02,6.6,11.44,6.03,2.36,9.69,1.83,0.76,2.89,162.61,132.29,192.93,14.8,13.0,16.9,18,15.2,21.1,27,46,2,0,68,406
440016,BAPTIST MEMORIAL HOSPITAL HUNTINGDON,TN,38344,36.023041,-88.413492,95.0,,Not Available,Not Available,13.1,9.3,17.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13.7,10.2,18.1,14.1,10.3,18.5,1,3,2,0,11,45
440017,HOLSTON VALLEY MEDICAL CENTER,TN,37662,36.553005,-82.55426,,2.7,1.8,4.0,11.6,9.1,14.5,5.40,3.52,7.29,12.2,9.9,14.8,4.21,1.53,6.9,10.43,6.12,14.74,0.89,0,1.93,174.66,133.3,216.01,16.9,14.7,19.5,16.4,13.6,19.7,21,31,3,0,79,176
440018,SYCAMORE SHOALS HOSPITAL,TN,37643,36.343941,-82.249623,94.0,3.2,1.8,5.5,11.1,7.8,15.4,3.50,0.66,6.33,14.2,10.8,18.2,4.99,1.1,8.88,10.18,2.67,17.68,1.30,0,2.76,Not Available,Not Available,Not Available,14.9,12.0,18.5,Not Available,Not Available,Not Available,5,8,1,0,31,55
440020,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,TN,38478,35.19129,-87.004322,,,Not Available,Not Available,10.3,7.2,14.4,3.66,0.76,6.56,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15.1,12.1,18.6,Not Available,Not Available,Not Available,2,2,1,0,9,29
440025,"LAUGHLIN MEMORIAL HOSPITAL, INC",TN,37745,36.175393,-82.79089300000003,,3.0,1.7,5.1,14.7,11.3,18.7,3.31,0.55,6.07,13.5,10.1,17.8,5.15,1.47,8.84,9.47,2.83,16.1,1.23,0,2.66,147.65,99.13,196.17,21.2,17.8,25.1,13.5,10.2,17.9,1,5,0,0,64,86
