Provider ID,Hospital Name,Measure ID,Gastrointestinal,Eye,Nervous System,Musculoskeletal,Skin,Genitourinary,Cardiovascular,Respiratory,Other,Footnote,Measure Start Date,Measure End Date
441306,ERLANGER BLEDSOE HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
441307,RIVERVIEW REGIONAL MEDICAL CENTER,OP-26,378,0,0,43,184,26,0,0,2,,01/01/2017,12/31/2017
441309,MARSHALL MEDICAL CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
441310,RHEA MEDICAL CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
441311,TRISTAR ASHLAND CITY MEDICAL CENTER,OP-26,121,0,0,0,0,6,0,0,0,,01/01/2017,12/31/2017
441314,LAUDERDALE COMMUNITY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
441316,CAMDEN GENERAL HOSPITAL,OP-26,8,0,0,13,0,0,0,0,0,,01/01/2017,12/31/2017
441322,HOUSTON COUNTY COMMUNITY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
450002,THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS,OP-26,1303,0,43,107,5952,701,172,39,95,,01/01/2017,12/31/2017
450007,PETERSON REGIONAL MEDICAL CENTER,OP-26,2571,818,8,389,57,153,10,128,42,,01/01/2017,12/31/2017
450010,UNITED REGIONAL HEALTH CARE SYSTEM,OP-26,1471,0,71,527,436,269,160,62,82,,01/01/2017,12/31/2017
450011,ST JOSEPH REGIONAL HEALTH CENTER,OP-26,743,24,227,439,984,407,366,151,69,,01/01/2017,12/31/2017
450015,PARKLAND HEALTH AND HOSPITAL SYSTEM,OP-26,5988,1447,70,379,6281,2477,672,2491,323,,01/01/2017,12/31/2017
450018,UNIVERSITY OF TEXAS MEDICAL BRANCH,OP-26,7569,1445,380,1127,13484,2180,1671,4383,278,,01/01/2017,12/31/2017
450021,BAYLOR UNIVERSITY MEDICAL CENTER,OP-26,6431,7,210,1464,279,824,1,905,105,,01/01/2017,12/31/2017
450023,CITIZENS MEDICAL CENTER,OP-26,1834,0,29,95,198,547,138,22,44,,01/01/2017,12/31/2017
450024,UNIVERSITY MEDICAL CENTER OF EL PASO,OP-26,3,13,22,938,43,441,0,0,0,,01/01/2017,12/31/2017
450028,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,OP-26,923,859,41,160,1852,167,206,34,16,,01/01/2017,12/31/2017
450029,LAREDO MEDICAL CENTER,OP-26,793,823,44,574,2089,359,96,26,20,,01/01/2017,12/31/2017
450032,CHRISTUS GOOD SHEPHERD MEDICAL CENTER MARSHALL,OP-26,3579,523,157,630,6649,702,396,75,87,,01/01/2017,12/31/2017
450033,VHS HARLINGEN HOSPITAL COMPANY LLC,OP-26,1479,0,126,436,4950,314,264,41,39,,01/01/2017,12/31/2017
450034,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,OP-26,2844,1638,273,2428,4182,926,384,16,99,,01/01/2017,12/31/2017
450035,ST JOSEPH MEDICAL CENTER,OP-26,1543,581,51,280,2535,280,176,9,0,,01/01/2017,12/31/2017
450039,JPS HEALTH NETWORK,OP-26,5200,0,28,136,1112,392,640,135,104,,01/01/2017,12/31/2017
450040,COVENANT MEDICAL CENTER,OP-26,3800,73,157,173,3315,473,1045,189,133,,01/01/2017,12/31/2017
450042,PROVIDENCE HEALTH CENTER,OP-26,2106,823,67,437,10455,428,893,413,115,,01/01/2017,12/31/2017
450044,UT SOUTHWESTERN UNIVERSITY HOSPITAL,OP-26,5566,1482,18,417,3470,1492,858,1819,464,,01/01/2017,12/31/2017
450046,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,OP-26,3445,249,205,601,4469,1362,1062,314,208,,01/01/2017,12/31/2017
450051,METHODIST DALLAS MEDICAL CENTER,OP-26,698,16,4,292,901,45,410,24,21,,01/01/2017,12/31/2017
450054,BAYLOR SCOTT & WHITE MEDICAL CENTER - TEMPLE,OP-26,9556,14,98,222,780,3392,1706,3781,212,,01/01/2017,12/31/2017
450055,ROLLING PLAINS MEMORIAL HOSPITAL,OP-26,453,46,0,18,11,1,0,0,1,,01/01/2017,12/31/2017
450056,SETON MEDICAL CENTER AUSTIN,OP-26,1719,1,194,619,434,790,385,201,287,,01/01/2017,12/31/2017
450058,BAPTIST MEDICAL CENTER,OP-26,7647,603,225,2009,8036,1403,2585,171,450,,01/01/2017,12/31/2017
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,OP-26,1307,278,20,202,2527,186,43,72,145,,01/01/2017,12/31/2017
450068,MEMORIAL HERMANN TEXAS MEDICAL CENTER,OP-26,5637,41,704,1023,400,491,1365,204,61,,01/01/2017,12/31/2017
450072,BRAZOSPORT REGIONAL HEALTH SYSTEM,OP-26,356,260,3,60,291,196,8,16,8,,01/01/2017,12/31/2017
450078,ANSON GENERAL HOSPITAL,OP-26,0,0,0,0,0,0,0,0,0,,01/01/2017,12/31/2017
450079,BAYLOR MEDICAL CENTER AT IRVING,OP-26,798,0,2,43,68,211,100,82,53,,01/01/2017,12/31/2017
450080,TITUS REGIONAL MEDICAL CENTER,OP-26,753,0,5,80,129,16,4,1,19,,01/01/2017,12/31/2017
450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,OP-26,83,0,0,0,295,0,0,0,0,,01/01/2017,12/31/2017
450083,UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,OP-26,4711,0,185,591,7018,665,970,233,143,,01/01/2017,12/31/2017
450085,GRAHAM REGIONAL MEDICAL CENTER,OP-26,149,48,0,24,2,0,0,0,4,,01/01/2017,12/31/2017
450087,MEDICAL CITY NORTH HILLS,OP-26,1179,0,64,18,3920,350,233,14,13,,01/01/2017,12/31/2017
450090,NORTH TEXAS MEDICAL CENTER,OP-26,605,472,0,150,0,0,0,0,812,,01/01/2017,12/31/2017
450092,FORT DUNCAN MEDICAL CENTER,OP-26,497,664,0,79,42,88,1,1,1,,01/01/2017,12/31/2017
450097,BAYSHORE MEDICAL CENTER,OP-26,3234,62,94,163,3435,347,259,58,52,,01/01/2017,12/31/2017
450099,PAMPA REGIONAL MEDICAL CENTER,OP-26,59,0,0,76,22,76,0,0,1,,01/01/2017,12/31/2017
450101,BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,OP-26,2877,446,68,1186,225,475,494,211,129,,01/01/2017,12/31/2017
450102,CHRISTUS MOTHER FRANCES HOSPITAL,OP-26,16172,1420,1097,1869,12102,2968,3796,309,432,,01/01/2017,12/31/2017
450104,GUADALUPE REGIONAL MEDICAL CENTER,OP-26,4177,857,0,306,807,370,163,11,10,,01/01/2017,12/31/2017
450107,LAS PALMAS MEDICAL CENTER,OP-26,1634,0,45,418,102,769,1718,3899,55,,01/01/2017,12/31/2017
450108,CONNALLY MEMORIAL MEDICAL CENTER,OP-26,1507,132,0,0,238,0,3,1,11,,01/01/2017,12/31/2017
450119,SOUTH TEXAS HEALTH SYSTEM,OP-26,821,1,61,208,98,202,191,33,17,,01/01/2017,12/31/2017
450124,DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,OP-26,2621,4,134,240,179,232,7,4,70,,01/01/2017,12/31/2017
450128,KNAPP MEDICAL CENTER,OP-26,831,1,79,128,651,104,23,79,8,,01/01/2017,12/31/2017
450130,NIX HEALTH CARE SYSTEM,OP-26,915,310,0,392,643,10,17,1,43,,01/01/2017,12/31/2017
450132,MEDICAL CENTER HOSPITAL,OP-26,2272,291,75,280,131,307,358,26,50,,01/01/2017,12/31/2017
450133,MIDLAND MEMORIAL HOSPITAL,OP-26,338,290,245,495,207,1625,178,13,2043,,01/01/2017,12/31/2017
450135,TEXAS HEALTH HARRIS METHODIST FORT WORTH,OP-26,2222,10,100,668,3373,741,466,305,249,,01/01/2017,12/31/2017
450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,OP-26,2127,0,4,37,303,459,43,641,191,,01/01/2017,12/31/2017
450143,SETON SMITHVILLE REGIONAL HOSPITAL,OP-26,732,0,0,0,18,0,0,0,5,,01/01/2017,12/31/2017
450144,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,OP-26,76,0,0,11,25,0,0,0,1,,01/01/2017,12/31/2017
450147,DETAR HEALTHCARE SYSTEM,OP-26,2072,0,15,367,493,505,104,2,50,,01/01/2017,12/31/2017
450148,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,OP-26,449,0,0,17,1166,296,3,9,15,,01/01/2017,12/31/2017
450152,METROPLEX HOSPITAL,OP-26,220,2,0,0,37,0,1,0,3,,01/01/2017,12/31/2017
450154,VAL VERDE REGIONAL MEDICAL CENTER,OP-26,187,172,0,66,30,227,41,0,0,,01/01/2017,12/31/2017
450155,HEREFORD REGIONAL MEDICAL CENTER,OP-26,147,0,0,21,53,14,3,0,13,,01/01/2017,12/31/2017
450162,GRACE MEDICAL CENTER,OP-26,1863,0,332,488,18,293,0,0,0,,01/01/2017,12/31/2017
450163,CHRISTUS SPOHN HOSPITAL KLEBERG,OP-26,336,0,0,12,2104,40,0,1,0,,01/01/2017,12/31/2017
450165,METHODIST HOSPITAL SOUTH,OP-26,1144,162,5,25,55,1,2,2,5,,01/01/2017,12/31/2017
450176,MISSION REGIONAL MEDICAL CENTER,OP-26,1110,0,9,132,30,19,30,3,18,,01/01/2017,12/31/2017
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,OP-26,8809,0,455,1581,838,2071,2342,397,436,,01/01/2017,12/31/2017
450187,SCOTT & WHITE HOSPITAL BRENHAM,OP-26,405,199,1,25,251,173,0,0,9,,01/01/2017,12/31/2017
450192,HILL REGIONAL HOSPITAL,OP-26,88,240,0,6,8,0,0,0,1,,01/01/2017,12/31/2017
450193,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,OP-26,7118,2384,406,1071,1824,1009,3997,850,333,,01/01/2017,12/31/2017
450194,UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL,OP-26,275,0,0,54,7,1,0,0,0,,01/01/2017,12/31/2017
450196,PARIS REGIONAL MEDICAL CENTER,OP-26,2893,9,37,317,1,607,1273,109,959,,01/01/2017,12/31/2017
450200,WADLEY REGIONAL MEDICAL CENTER,OP-26,1727,0,215,115,1236,426,119,189,0,,01/01/2017,12/31/2017
450203,MEDICAL CITY WEATHERFORD,OP-26,3424,30,48,801,228,186,30,21,58,,01/01/2017,12/31/2017
450209,NORTHWEST TEXAS HOSPITAL,OP-26,1336,0,81,276,107,124,296,1,30,,01/01/2017,12/31/2017
450210,UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,OP-26,222,0,0,0,0,0,19,0,44,,01/01/2017,12/31/2017
450211,CHI ST LUKES HEALTH MEMORIAL LUFKIN,OP-26,526,195,120,292,3124,559,439,126,34,,01/01/2017,12/31/2017
450213,UNIVERSITY HEALTH SYSTEM,OP-26,7207,1031,22,588,6233,1343,573,2551,238,,01/01/2017,12/31/2017
450219,BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO,OP-26,32,0,0,0,4,1,0,0,0,,01/01/2017,12/31/2017
450222,CONROE REGIONAL MEDICAL CENTER,OP-26,1149,0,97,221,496,144,494,34,28,,01/01/2017,12/31/2017
450229,HENDRICK MEDICAL CENTER,OP-26,1405,0,0,0,627,80,1050,110,17,,01/01/2017,12/31/2017
450231,BAPTIST ST ANTHONY'S HOSPITAL,OP-26,3070,0,76,27,5721,858,1483,172,272,,01/01/2017,12/31/2017
450235,MEMORIAL HOSPITAL,OP-26,32,0,42,24,26,12,0,0,0,,01/01/2017,12/31/2017
450236,CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,OP-26,572,0,0,163,282,384,431,0,13,,01/01/2017,12/31/2017
450237,CHRISTUS SANTA ROSA MEDICAL CENTER,OP-26,8781,644,3547,13819,4737,8316,11101,9482,1668,,01/01/2017,12/31/2017
450241,FAITH COMMUNITY HOSPITAL,OP-26,0,0,0,0,0,0,0,0,0,,01/01/2017,12/31/2017
450243,HAMLIN MEMORIAL HOSPITAL,OP-26,0,0,0,0,0,0,0,0,0,,01/01/2017,12/31/2017
450253,BELLVILLE ST JOSEPH HEALTH CENTER,OP-26,15,531,0,0,1,49,0,0,166,,01/01/2017,12/31/2017
450271,WISE REGIONAL HEALTH SYSTEM,OP-26,2763,187,58,285,1138,136,87,34,9,,01/01/2017,12/31/2017
450272,CENTRAL TEXAS MEDICAL CENTER,OP-26,543,0,1,196,284,254,1261,9,4,,01/01/2017,12/31/2017
450289,HARRIS HEALTH SYSTEM,OP-26,6313,82,2,2,14578,741,189,3010,4,,01/01/2017,12/31/2017
450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,OP-26,267,0,9,51,343,3,0,1,1,,01/01/2017,12/31/2017
450299,COLLEGE STATION MEDICAL CENTER,OP-26,1029,0,116,0,19,174,4,16,2122,,01/01/2017,12/31/2017
450324,TEXOMA MEDICAL CENTER,OP-26,3418,265,173,328,82,619,158,472,49,,01/01/2017,12/31/2017
450330,OAKBEND MEDICAL CENTER,OP-26,85,0,48,7,10,19,1,6,0,,01/01/2017,12/31/2017
450340,SAN ANGELO COMMUNITY MEDICAL CENTER,OP-26,3134,1141,56,268,342,268,2295,1,6,,01/01/2017,12/31/2017
450346,BAPTIST BEAUMONT HOSPITAL,OP-26,392,0,6,149,188,228,61,1,45,,01/01/2017,12/31/2017
450347,HUNTSVILLE MEMORIAL HOSPITAL,OP-26,2173,206,0,391,39,126,0,9,16,,01/01/2017,12/31/2017
450348,FALLS COMMUNITY HOSPITAL AND CLINIC,OP-26,0,0,0,0,0,0,0,0,0,,01/01/2017,12/31/2017
450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,OP-26,903,524,0,251,1968,83,0,0,4,,01/01/2017,12/31/2017
450352,HUNT REGIONAL MEDICAL CENTER,OP-26,1892,232,20,116,69,296,0,49,13,,01/01/2017,12/31/2017
450358,HOUSTON METHODIST HOSPITAL,OP-26,3635,663,1269,1647,971,1280,1066,1369,238,,01/01/2017,12/31/2017
450369,CHILDRESS REGIONAL MEDICAL CENTER,OP-26,242,95,0,54,50,13,0,0,0,,01/01/2017,12/31/2017
450370,COLUMBUS COMMUNITY HOSPITAL,OP-26,2133,1234,521,29,33,164,13,0,6,,01/01/2017,12/31/2017
450372,BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,OP-26,3172,309,24,414,118,151,0,95,60,,01/01/2017,12/31/2017
450379,DALLAS MEDICAL CENTER,OP-26,1104,124,52,1062,2120,127,28,14,40,,01/01/2017,12/31/2017
450388,METHODIST HOSPITAL,OP-26,5034,216,495,755,2550,2374,4259,555,501,,01/01/2017,12/31/2017
450389,UT HEALTH EAST TEXAS ATHENS HOSPITAL,OP-26,1044,284,0,158,490,266,12,10,5,,01/01/2017,12/31/2017
450395,MEMORIAL MEDICAL CENTER LIVINGSTON,OP-26,1060,0,0,267,91,17,6,0,6,,01/01/2017,12/31/2017
450399,BROWNFIELD REGIONAL MEDICAL CENTER,OP-26,118,0,0,0,29,0,0,0,0,,01/01/2017,12/31/2017
450400,PARKVIEW REGIONAL HOSPITAL,OP-26,202,0,0,92,34,0,0,0,0,,01/01/2017,12/31/2017
450403,MEDICAL CENTER OF MCKINNEY,OP-26,650,0,36,193,49,92,465,40,75,,01/01/2017,12/31/2017
450411,EASTLAND MEMORIAL HOSPITAL,OP-26,123,56,0,35,65,16,12,0,0,,01/01/2017,12/31/2017
450419,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,OP-26,443,0,1,72,401,0,0,0,0,,01/01/2017,12/31/2017
450422,BAYLOR MEDICAL CENTER AT UPTOWN,OP-26,309,38,221,716,227,0,0,7,172,,01/01/2017,12/31/2017
450424,HOUSTON METHODIST SAN JACINTO HOSPITAL,OP-26,2425,1077,267,416,1804,492,142,78,47,,01/01/2017,12/31/2017
450431,ST DAVID'S MEDICAL CENTER,OP-26,1593,0,325,356,3138,195,8648,169,324,,01/01/2017,12/31/2017
450447,NAVARRO REGIONAL HOSPITAL,OP-26,1229,486,3,106,292,66,18,47,8,,01/01/2017,12/31/2017
450451,GLEN ROSE MEDICAL CENTER,OP-26,296,0,0,19,30,46,4,0,3,,01/01/2017,12/31/2017
450460,TYLER COUNTY HOSPITAL,OP-26,0,0,0,0,0,0,0,0,0,,01/01/2017,12/31/2017
450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,OP-26,2782,19,139,274,1725,660,472,89,239,,01/01/2017,12/31/2017
450465,MATAGORDA REGIONAL MEDICAL CENTER,OP-26,492,203,0,55,24,55,70,1,3,,01/01/2017,12/31/2017
450469,WILSON N JONES REGIONAL MEDICAL CENTER,OP-26,459,0,20,185,48,84,1,23,8,,01/01/2017,12/31/2017
450475,UT HEALTH EAST TEXAS HENDERSON HOSPITAL,OP-26,52,0,0,51,12,27,0,0,0,,01/01/2017,12/31/2017
450484,WOODLAND HEIGHTS MEDICAL CENTER,OP-26,39,25,3,30,32,12,7,2,5,,01/01/2017,12/31/2017
450488,ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,OP-26,0,0,0,0,0,0,0,0,0,,01/01/2017,12/31/2017
450489,MEDICAL ARTS HOSPITAL,OP-26,62,0,0,0,10,0,0,0,0,,01/01/2017,12/31/2017
450498,STEPHENS MEMORIAL HOSPITAL,OP-26,0,17,0,0,0,0,0,0,0,,01/01/2017,12/31/2017
450508,MEMORIAL HOSPITAL,OP-26,602,0,5,40,578,137,134,49,4,,01/01/2017,12/31/2017
450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,OP-26,165,0,159,550,326,352,605,24,0,,01/01/2017,12/31/2017
450537,METHODIST RICHARDSON MEDICAL CENTER,OP-26,248,0,87,135,540,16,372,49,118,,01/01/2017,12/31/2017
450539,COVENANT HOSPITAL PLAINVIEW,OP-26,776,516,39,166,1103,94,17,7,5,,01/01/2017,12/31/2017
450558,ABILENE REGIONAL MEDICAL CENTER,OP-26,1784,0,108,624,2493,242,50,6,33,,01/01/2017,12/31/2017
450563,BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE,OP-26,940,0,3,201,84,327,65,25,56,,01/01/2017,12/31/2017
450565,PALO PINTO GENERAL HOSPITAL,OP-26,781,61,150,188,75,75,16,4,87,,01/01/2017,12/31/2017
450571,SHANNON MEDICAL CENTER,OP-26,5548,1484,689,513,2588,563,311,100,108,,01/01/2017,12/31/2017
450573,CHRISTUS JASPER MEMORIAL HOSPITAL,OP-26,227,0,0,11,68,29,0,0,0,,01/01/2017,12/31/2017
450578,HEMPHILL COUNTY HOSPITAL,OP-26,0,0,0,0,0,0,0,0,0,,01/01/2017,12/31/2017
450584,WILBARGER GENERAL HOSPITAL,OP-26,810,0,0,34,137,7,0,4,122,,01/01/2017,12/31/2017
450586,SEYMOUR HOSPITAL,OP-26,61,0,0,0,0,0,0,0,0,,01/01/2017,12/31/2017
450587,BROWNWOOD REGIONAL MEDICAL CENTER,OP-26,1258,421,0,207,1550,274,82,9,12,,01/01/2017,12/31/2017
450596,LAKE GRANBURY MEDICAL CENTER,OP-26,1415,605,114,492,57,122,85,150,13,,01/01/2017,12/31/2017
450597,CUERO REGIONAL HOSPITAL,OP-26,137,85,1,57,17,30,0,0,2,,01/01/2017,12/31/2017
450604,HILL COUNTRY MEMORIAL HOSPITAL INC,OP-26,228,730,98,623,1795,199,54,24,73,,01/01/2017,12/31/2017
450605,CARE REGIONAL MEDICAL CENTER,OP-26,145,0,2,0,1,0,0,3,1,,01/01/2017,12/31/2017
450610,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,OP-26,4867,298,137,1266,557,887,835,210,337,,01/01/2017,12/31/2017
450617,CLEAR LAKE REGIONAL MEDICAL CENTER,OP-26,1473,91,55,335,3239,806,559,161,127,,01/01/2017,12/31/2017
450634,MEDICAL CITY DENTON,OP-26,470,0,37,255,131,235,350,49,21,,01/01/2017,12/31/2017
450638,HOUSTON NORTHWEST MEDICAL CENTER,OP-26,2305,716,19,228,717,256,107,65,166,,01/01/2017,12/31/2017
450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,OP-26,1168,0,16,189,2867,545,340,20,134,,01/01/2017,12/31/2017
450641,NOCONA GENERAL HOSPITAL,OP-26,252,0,0,1,0,0,0,0,1,,01/01/2017,12/31/2017
450643,DOCTORS HOSPITAL OF LAREDO,OP-26,1340,351,0,144,157,97,147,16,53,,01/01/2017,12/31/2017
450644,WEST HOUSTON MEDICAL CENTER,OP-26,661,0,77,95,1777,260,332,101,21,,01/01/2017,12/31/2017
450647,MEDICAL CITY DALLAS,OP-26,1993,0,63,407,7746,1054,1628,300,184,,01/01/2017,12/31/2017
450651,MEDICAL CENTER OF PLANO,OP-26,2527,0,233,293,6248,505,655,47,246,,01/01/2017,12/31/2017
450653,SCENIC MOUNTAIN MEDICAL CENTER,OP-26,452,0,0,50,14,48,0,0,3,,01/01/2017,12/31/2017
450654,STARR COUNTY MEMORIAL HOSPITAL,OP-26,169,0,0,0,517,0,0,0,0,,01/01/2017,12/31/2017
450656,NACOGDOCHES MEDICAL CENTER,OP-26,171,0,1,61,3283,37,94,6,14,,01/01/2017,12/31/2017
450658,FREESTONE MEDICAL CENTER,OP-26,69,0,0,6,1,0,0,0,0,,01/01/2017,12/31/2017
450659,PARK PLAZA HOSPITAL,OP-26,2217,0,28,284,109,134,50,31,18,,01/01/2017,12/31/2017
450661,ODESSA REGIONAL MEDICAL CENTER,OP-26,665,89,9,275,332,405,330,1,6,,01/01/2017,12/31/2017
450662,VALLEY REGIONAL MEDICAL CENTER,OP-26,1464,118,7,125,519,90,202,159,23,,01/01/2017,12/31/2017
450668,SIERRA MEDICAL CENTER,OP-26,412,10,25,588,260,37,356,89,100,,01/01/2017,12/31/2017
450669,MEDICAL CENTER OF LEWISVILLE,OP-26,1024,0,3,101,407,92,93,36,64,,01/01/2017,12/31/2017
450670,TOMBALL REGIONAL MEDICAL CENTER,OP-26,2653,2,105,290,0,479,15,14,1383,,01/01/2017,12/31/2017
450672,PLAZA MEDICAL CENTER OF FORT WORTH,OP-26,2435,0,64,92,29,222,873,159,15,,01/01/2017,12/31/2017
450674,"WOMANS HOSPITAL OF TEXAS,THE",OP-26,190,0,0,5,364,1424,0,13,127,,01/01/2017,12/31/2017
450675,MEDICAL CITY ARLINGTON,OP-26,956,0,8,214,29,298,204,278,86,,01/01/2017,12/31/2017
450677,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,OP-26,2645,1086,7,299,86,247,25,153,11,,01/01/2017,12/31/2017
450678,CITY HOSPITAL AT  WHITE ROCK,OP-26,898,0,10,118,2663,72,201,12,8,,01/01/2017,12/31/2017
450684,MEMORIAL HERMANN NORTHEAST,OP-26,706,0,97,172,19,141,366,54,42,,01/01/2017,12/31/2017
450686,UNIVERSITY MEDICAL CENTER,OP-26,5529,989,78,566,426,674,464,235,107,,01/01/2017,12/31/2017
450688,DALLAS REGIONAL MEDICAL CENTER,OP-26,1089,0,0,28,968,47,72,14,15,,01/01/2017,12/31/2017
450690,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,OP-26,2278,0,0,14,736,471,70,88,57,,01/01/2017,12/31/2017
450694,EL CAMPO MEMORIAL HOSPITAL,OP-26,294,187,0,21,136,29,0,1,0,,01/01/2017,12/31/2017
450697,SOUTHWEST GENERAL HOSPITAL,OP-26,421,95,123,269,255,30,75,2,3,,01/01/2017,12/31/2017
450698,LAMB HEALTHCARE CENTER,OP-26,0,0,0,0,0,0,0,0,0,,01/01/2017,12/31/2017
450702,LONGVIEW REGIONAL MEDICAL CENTER,OP-26,2958,82,175,431,1681,366,449,52,165,,01/01/2017,12/31/2017
450709,HOUSTON METHODIST ST JOHN HOSPITAL,OP-26,702,245,66,471,138,207,47,12,45,,01/01/2017,12/31/2017
450711,RIO GRANDE REGIONAL HOSPITAL,OP-26,946,673,1,167,247,226,190,31,36,,01/01/2017,12/31/2017
450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,OP-26,1087,0,15,136,2909,555,1334,101,132,,01/01/2017,12/31/2017
450716,CYPRESS FAIRBANKS MEDICAL CENTER,OP-26,2164,60,42,106,12,203,90,1905,48,,01/01/2017,12/31/2017
450718,ROUND ROCK MEDICAL CENTER,OP-26,394,0,66,143,1375,260,231,6,85,,01/01/2017,12/31/2017
450723,METHODIST CHARLTON MEDICAL CENTER,OP-26,353,0,10,145,2078,30,304,34,19,,01/01/2017,12/31/2017
450730,BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON,OP-26,2327,0,85,186,84,96,20,21,34,,01/01/2017,12/31/2017
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,OP-26,1841,0,71,448,2689,127,92,48,55,,01/01/2017,12/31/2017
450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,OP-26,1138,0,30,109,396,167,201,515,36,,01/01/2017,12/31/2017
450746,KNOX COUNTY HOSPITAL,OP-26,0,0,0,0,0,0,0,0,0,,01/01/2017,12/31/2017
450747,PALESTINE REGIONAL MEDICAL CENTER,OP-26,2029,0,89,953,1837,589,82,17,802,,01/01/2017,12/31/2017
450754,HAMILTON GENERAL HOSPITAL,OP-26,235,9,1,45,1,2,0,0,0,,01/01/2017,12/31/2017
450755,COVENANT HOSPITAL LEVELLAND,OP-26,117,0,0,0,5,14,0,0,4,,01/01/2017,12/31/2017
450766,UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,OP-26,7,0,264,117,32,0,0,45,4,,01/01/2017,12/31/2017
450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,OP-26,2479,0,115,238,1324,338,143,116,59,,01/01/2017,12/31/2017
450774,TOPS SURGICAL SPECIALTY HOSPITAL,OP-26,2249,0,149,1193,0,16,0,0,3627,,01/01/2017,12/31/2017
450775,KINGWOOD MEDICAL CENTER,OP-26,1158,0,14,419,494,354,836,30,86,,01/01/2017,12/31/2017
450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,OP-26,601,0,43,761,1235,386,40,142,216,,01/01/2017,12/31/2017
450780,METHODIST AMBULATORY SURGERY HOSPITAL NW,OP-26,0,68,37,520,25,0,0,1,1,,01/01/2017,12/31/2017
450788,"CORPUS CHRISTI MEDICAL CENTER,THE",OP-26,939,0,125,296,1763,938,479,28,33,,01/01/2017,12/31/2017
450797,US PAIN & SPINE HOSPITAL,OP-26,0,0,1928,709,41,1,0,0,0,,01/01/2017,12/31/2017
450801,CHRISTUS ST MICHAEL HEALTH SYSTEM,OP-26,1526,0,100,211,397,494,861,373,48,,01/01/2017,12/31/2017
450803,UNITED MEMORIAL MEDICAL CENTER,OP-26,19,15,5,137,49,17,11,28,0,,01/01/2017,12/31/2017
450804,TEXAS ORTHOPEDIC HOSPITAL,OP-26,0,0,416,3050,36,0,0,0,0,,01/01/2017,12/31/2017
450808,NORTHWEST HILLS SURGICAL HOSPITAL,OP-26,3330,445,1095,631,311,0,31,0,1058,,01/01/2017,12/31/2017
