Hospital_Name,Provider ID,State,FISCAL_YEAR,DOMAIN_1_SCORE,DOMAIN_1_FOOTNOTE,DOMAIN_1_START_DATE,DOMAIN_1_END_DATE,PSI_90_W_Z_Score,PSI_90_FOOTNOTE,DOMAIN_2_SCORE,DOMAIN_2_FOOTNOTE,CLABSI_W_Z_SCORE,CLABSI_FOOTNOTE,CAUTI_W_Z_SCORE,CAUTI_FOOTNOTE,SSI_W_Z_SCORE,SSI_FOOTNOTE,MRSA_W_Z_SCORE,MRSA_FOOTNOTE,CDI_W_Z_SCORE,CDI_FOOTNOTE,DOMAIN_2_START_DATE,DOMAIN_2_END_DATE,TOTAL_HAC_SCORE,TOTAL_HAC_FOOTNOTE,PAYMENT_REDUCTION,PAYMENT_REDUCTION_FOOTNOTE
PHS INDIAN HOSPITAL AT RAPID CITY - SIOUX SAN,430082,SD,2019,0.0826,,10/01/2015,06/30/2017,0.0826,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,0.0826,,No,
PHS INDIAN HOSPITAL AT EAGLE BUTTE,430083,SD,2019,0.0615,,10/01/2015,06/30/2017,0.0615,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,0.0615,,No,
PHS INDIAN HOSPITAL AT ROSEBUD,430084,SD,2019,0.0551,,10/01/2015,06/30/2017,0.0551,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,0.0551,,No,
HOLSTON VALLEY MEDICAL CENTER,440017,TN,2019,1.7213,,10/01/2015,06/30/2017,1.7213,,-0.2279,,-0.2635,,-0.9166,,-0.6893,,-0.9457,,1.6755,,01/01/2016,12/31/2017,0.0645,,No,
SYCAMORE SHOALS HOSPITAL,440018,TN,2019,-0.0151,,10/01/2015,06/30/2017,-0.0151,,0.4283,,1.3265,,-0.976,,0.5401,,-0.0294,,1.2804,,01/01/2016,12/31/2017,0.3618,,Yes,
DUNES SURGICAL HOSPITAL,430089,SD,2019,-1.2969,,10/01/2015,06/30/2017,-1.2969,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,-1.2969,,No,
SIOUX FALLS SPECIALTY HOSPITAL LLP,430090,SD,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,-1.5577,,No,
BLACK HILLS SURGICAL HOSPITAL LLP,430091,SD,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,-0.8786,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,0.1676,,Not Available,5 - Results are not available for this reporting period.,-1.9247,,01/01/2016,12/31/2017,-0.9804,,No,
SAME DAY SURGERY CENTER LLC,430093,SD,2019,-0.0617,,10/01/2015,06/30/2017,-0.0617,,-1.4966,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.4966,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,-1.2814,,No,
AVERA HEART HOSPITAL OF SOUTH DAKOTA,430095,SD,2019,-0.3931,,10/01/2015,06/30/2017,-0.3931,,1.2543,,1.5296,,2.1658,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,0.0674,,01/01/2016,12/31/2017,1.0072,,Yes,
SANFORD ABERDEEN MEDICAL CENTER,430097,SD,2019,-0.7453,,10/01/2015,06/30/2017,-0.7453,,1.9711,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,1.9711,,01/01/2016,12/31/2017,1.5636,,Yes,
UNICOI COUNTY  HOSPITAL,440001,TN,2019,-0.0162,,10/01/2015,06/30/2017,-0.0162,,-1.9247,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.9247,,01/01/2016,12/31/2017,-1.6384,,No,
JACKSON-MADISON COUNTY GENERAL HOSPITAL,440002,TN,2019,1.4764,,10/01/2015,06/30/2017,1.4764,,0.163,,0.1834,,0.1213,,-0.0342,,0.2782,,0.2663,,01/01/2016,12/31/2017,0.36,,Yes,
SUMNER REGIONAL MEDICAL CENTER,440003,TN,2019,-0.71,,10/01/2015,06/30/2017,-0.71,,0.4918,,-0.2727,,1.0022,,-0.0764,,2.0288,,-0.2227,,01/01/2016,12/31/2017,0.3116,,No,
TRISTAR SKYLINE MEDICAL CENTER,440006,TN,2019,0.1409,,10/01/2015,06/30/2017,0.1409,,0.7712,,-0.3595,,2.1658,,1.5732,,0.3016,,0.1751,,01/01/2016,12/31/2017,0.6767,,Yes,
UNITY MEDICAL CENTER,440007,TN,2019,-0.1817,,10/01/2015,06/30/2017,-0.1817,,-0.1233,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-0.1233,,01/01/2016,12/31/2017,-0.132,,No,
HENDERSON COUNTY COMMUNITY HOSPITAL,440008,TN,2019,0.0128,,10/01/2015,06/30/2017,0.0128,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,0.0128,,No,
CUMBERLAND MEDICAL CENTER,440009,TN,2019,-0.6265,,10/01/2015,06/30/2017,-0.6265,,-0.9994,,-0.8544,,-1.0021,,-1.4966,,-0.526,,-1.1179,,01/01/2016,12/31/2017,-0.9435,,No,
WAYNE MEDICAL CENTER,440010,TN,2019,-0.0088,,10/01/2015,06/30/2017,-0.0088,,-1.0378,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.0378,,01/01/2016,12/31/2017,-0.8835,,No,
BLOUNT MEMORIAL HOSPITAL,440011,TN,2019,1.4575,,10/01/2015,06/30/2017,1.4575,,0.4942,,0.6802,,0.0969,,-1.2379,,2.196,,0.736,,01/01/2016,12/31/2017,0.6387,,Yes,
BRISTOL REGIONAL MEDICAL CENTER,440012,TN,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.0226,,0.1816,,-0.1456,,-1.2893,,0.1963,,1.1698,,01/01/2016,12/31/2017,0.3712,,Yes,
UNIVERSITY OF TN MEDICAL CENTER (THE),440015,TN,2019,1.3063,,10/01/2015,06/30/2017,1.3063,,-0.2982,,-1.0317,,-0.5224,,0.1475,,-0.5829,,0.4984,,01/01/2016,12/31/2017,-0.0575,,No,
BAPTIST MEMORIAL HOSPITAL HUNTINGDON,440016,TN,2019,0.2045,,10/01/2015,06/30/2017,0.2045,,-0.1454,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-0.1454,,01/01/2016,12/31/2017,-0.0929,,No,
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,440020,TN,2019,-0.3118,,10/01/2015,06/30/2017,-0.3118,,-1.4854,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.4854,,01/01/2016,12/31/2017,-1.3094,,No,
"LAUGHLIN MEMORIAL HOSPITAL, INC",440025,TN,2019,-0.0285,,10/01/2015,06/30/2017,-0.0285,,0.3185,,0.7005,,-1.5202,,0.3897,,1.5406,,0.4818,,01/01/2016,12/31/2017,0.2664,,No,
WILLIAMSON MEDICAL CENTER,440029,TN,2019,-1.0918,,10/01/2015,06/30/2017,-1.0918,,-0.6199,,-0.053,,-1.105,,-1.4966,,-0.2635,,-0.1813,,01/01/2016,12/31/2017,-0.6907,,No,
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,440030,TN,2019,-0.5026,,10/01/2015,06/30/2017,-0.5026,,-1.3049,,-1.4878,,-1.5202,,-1.4966,,-1.4406,,-0.5792,,01/01/2016,12/31/2017,-1.1845,,No,
ROANE MEDICAL CENTER,440031,TN,2019,2.0365,,10/01/2015,06/30/2017,2.0365,,-1.2081,,-1.4878,,-1.5202,,-1.4966,,Not Available,5 - Results are not available for this reporting period.,-0.3277,,01/01/2016,12/31/2017,-0.7214,,No,
HAWKINS COUNTY MEMORIAL HOSPITAL,440032,TN,2019,-0.051,,10/01/2015,06/30/2017,-0.051,,-0.4051,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-0.4051,,01/01/2016,12/31/2017,-0.352,,No,
TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,440033,TN,2019,-0.3942,,10/01/2015,06/30/2017,-0.3942,,-1.7225,,Not Available,5 - Results are not available for this reporting period.,-1.5202,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.9247,,01/01/2016,12/31/2017,-1.5232,,No,
METHODIST MEDICAL CENTER OF OAK RIDGE,440034,TN,2019,2.347,,10/01/2015,06/30/2017,2.347,,-0.5798,,-0.3023,,-0.8434,,0.3053,,-1.4406,,-0.6178,,01/01/2016,12/31/2017,-0.1408,,No,
TENNOVA HEALTHCARE-CLARKSVILLE,440035,TN,2019,-1.5282,,10/01/2015,06/30/2017,-1.5282,,0.5137,,1.8214,,0.062,,0.0007,,1.7914,,-1.1069,,01/01/2016,12/31/2017,0.2074,,No,
VANDERBILT UNIVERSITY MEDICAL CENTER,440039,TN,2019,-0.2103,,10/01/2015,06/30/2017,-0.2103,,-0.0752,,-0.0474,,-0.634,,0.1988,,0.5976,,-0.4907,,01/01/2016,12/31/2017,-0.0954,,No,
PERRY COMMUNITY HOSPITAL,440040,TN,2019,-0.0854,,10/01/2015,06/30/2017,-0.0854,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,-0.0854,,No,
TRISTAR HORIZON MEDICAL CENTER,440046,TN,2019,-0.6795,,10/01/2015,06/30/2017,-0.6795,,-0.3322,,0.4401,,0.6499,,-0.748,,-1.4406,,-0.5626,,01/01/2016,12/31/2017,-0.3843,,No,
BAPTIST MEMORIAL HOSPITAL,440048,TN,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.124,,-0.4426,,-0.4962,,0.1915,,0.3384,,1.0289,,01/01/2016,12/31/2017,0.4574,,Yes,
METHODIST HEALTHCARE MEMPHIS HOSPITALS,440049,TN,2019,2.0187,,10/01/2015,06/30/2017,2.0187,,0.0795,,-0.3355,,-0.8347,,-0.3443,,1.676,,0.2359,,01/01/2016,12/31/2017,0.3704,,Yes,
TAKOMA REGIONAL HOSPITAL,440050,TN,2019,1.3406,,10/01/2015,06/30/2017,1.3406,,-1.1695,,-1.4878,,-1.0422,,-0.9333,,Not Available,5 - Results are not available for this reporting period.,-1.2146,,01/01/2016,12/31/2017,-0.793,,No,
SAINT THOMAS RUTHERFORD HOSPITAL,440053,TN,2019,1.778,,10/01/2015,06/30/2017,1.778,,-0.3136,,-0.3023,,-0.5207,,-0.5865,,-0.0328,,-0.126,,01/01/2016,12/31/2017,0.0001,,No,
TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,440056,TN,2019,-0.3983,,10/01/2015,06/30/2017,-0.3983,,-1.0233,,Not Available,5 - Results are not available for this reporting period.,-1.5202,,-0.1168,,Not Available,5 - Results are not available for this reporting period.,-1.4329,,01/01/2016,12/31/2017,-0.9296,,No,
CLAIBORNE MEDICAL CENTER,440057,TN,2019,-0.4097,,10/01/2015,06/30/2017,-0.4097,,-1.2611,,Not Available,5 - Results are not available for this reporting period.,-1.5202,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.0019,,01/01/2016,12/31/2017,-1.1334,,No,
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,440058,TN,2019,-0.2276,,10/01/2015,06/30/2017,-0.2276,,-0.726,,Not Available,5 - Results are not available for this reporting period.,1.2063,,-1.4966,,-1.4406,,-1.1732,,01/01/2016,12/31/2017,-0.6513,,No,
COOKEVILLE REGIONAL MEDICAL CENTER,440059,TN,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,-0.5311,,-0.4648,,-1.201,,-1.4966,,-0.5193,,1.0262,,01/01/2016,12/31/2017,-0.6851,,No,
MILAN GENERAL HOSPITAL,440060,TN,2019,-0.4141,,10/01/2015,06/30/2017,-0.4141,,-1.4966,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.4966,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,-1.3342,,No,
HENRY COUNTY MEDICAL CENTER,440132,TN,2019,1.2141,,10/01/2015,06/30/2017,1.2141,,-0.8106,,0.2462,,-0.0671,,-1.4966,,Not Available,5 - Results are not available for this reporting period.,-1.9247,,01/01/2016,12/31/2017,-0.5069,,No,
WEST TENNESSEE HEALTHCARE VOLUNTEER HOSPITAL,440061,TN,2019,-0.3672,,10/01/2015,06/30/2017,-0.3672,,-0.1365,,Not Available,5 - Results are not available for this reporting period.,-1.5202,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,1.2472,,01/01/2016,12/31/2017,-0.1711,,No,
JOHNSON CITY MEDICAL CENTER,440063,TN,2019,1.2764,,10/01/2015,06/30/2017,1.2764,,0.0796,,0.0191,,0.1632,,0.4062,,0.1679,,-0.3581,,01/01/2016,12/31/2017,0.2591,,No,
NORTHCREST MEDICAL CENTER,440065,TN,2019,2.347,,10/01/2015,06/30/2017,2.347,,-0.6605,,-0.8766,,-0.0985,,-0.8581,,-0.0528,,-1.4163,,01/01/2016,12/31/2017,-0.2094,,No,
LAKEWAY REGIONAL HOSPITAL,440067,TN,2019,0.2118,,10/01/2015,06/30/2017,0.2118,,-1.7225,,Not Available,5 - Results are not available for this reporting period.,-1.5202,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.9247,,01/01/2016,12/31/2017,-1.4323,,No,
STARR REGIONAL MEDICAL CENTER ATHENS,440068,TN,2019,-0.2166,,10/01/2015,06/30/2017,-0.2166,,-1.6058,,Not Available,5 - Results are not available for this reporting period.,-1.5202,,-1.4966,,Not Available,5 - Results are not available for this reporting period.,-1.8004,,01/01/2016,12/31/2017,-1.3974,,No,
DECATUR COUNTY GENERAL HOSPITAL,440070,TN,2019,-0.0041,,10/01/2015,06/30/2017,-0.0041,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,-0.0041,,No,
WEST TENNESSEE HEALTHCARE DYERSBURG HOSPITAL,440072,TN,2019,-0.1564,,10/01/2015,06/30/2017,-0.1564,,-0.7549,,-1.4878,,-1.5202,,-1.4966,,1.5941,,-0.8637,,01/01/2016,12/31/2017,-0.6651,,No,
MAURY REGIONAL HOSPITAL,440073,TN,2019,-0.9622,,10/01/2015,06/30/2017,-0.9622,,-0.4304,,-0.3355,,-0.7684,,-0.2819,,-0.4909,,-0.2752,,01/01/2016,12/31/2017,-0.5101,,No,
LECONTE MEDICAL CENTER,440081,TN,2019,1.0378,,10/01/2015,06/30/2017,1.0378,,0.0618,,1.1622,,-0.1142,,-0.7884,,0.3217,,-0.2725,,01/01/2016,12/31/2017,0.2082,,No,
SAINT THOMAS WEST HOSPITAL,440082,TN,2019,-1.2445,,10/01/2015,06/30/2017,-1.2445,,0.3714,,-0.3226,,0.2992,,0.7621,,0.6695,,0.4487,,01/01/2016,12/31/2017,0.129,,No,
JAMESTOWN REGIONAL MEDICAL CENTER,440083,TN,2019,-0.2161,,10/01/2015,06/30/2017,-0.2161,,-1.6443,,-1.4878,,-1.5202,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.9247,,01/01/2016,12/31/2017,-1.43,,No,
SWEETWATER HOSPITAL ASSOCIATION,440084,TN,2019,-0.3138,,10/01/2015,06/30/2017,-0.3138,,-0.2195,,Not Available,5 - Results are not available for this reporting period.,-1.5202,,-0.0893,,0.1144,,0.6172,,01/01/2016,12/31/2017,-0.2336,,No,
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,TN,2019,1.3077,,10/01/2015,06/30/2017,1.3077,,-0.1634,,-0.6568,,0.4894,,-0.192,,-0.2568,,-0.2006,,01/01/2016,12/31/2017,0.0573,,No,
LINCOLN MEDICAL CENTER,440102,TN,2019,-0.465,,10/01/2015,06/30/2017,-0.465,,0.1025,,Not Available,5 - Results are not available for this reporting period.,-0.006,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,0.2111,,01/01/2016,12/31/2017,0.0174,,No,
ERLANGER MEDICAL CENTER,440104,TN,2019,0.1478,,10/01/2015,06/30/2017,0.1478,,0.3759,,-0.1711,,0.2713,,0.1291,,1.5857,,0.0646,,01/01/2016,12/31/2017,0.3417,,No,
HARDIN MEDICAL CENTER,440109,TN,2019,0.4603,,10/01/2015,06/30/2017,0.4603,,1.9711,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,1.9711,,01/01/2016,12/31/2017,1.7445,,Yes,
FORT LOUDON MEDICAL CENTER,440110,TN,2019,0.7607,,10/01/2015,06/30/2017,0.7607,,-0.7305,,-0.6291,,-0.7091,,-0.792,,Not Available,5 - Results are not available for this reporting period.,-0.7919,,01/01/2016,12/31/2017,-0.5068,,No,
METRO NASHVILLE GENERAL HOSPITAL,440111,TN,2019,0.0394,,10/01/2015,06/30/2017,0.0394,,-0.0016,,0.0689,,-0.7544,,0.1658,,2.196,,-1.6844,,01/01/2016,12/31/2017,0.0045,,No,
TENNOVA HEALTHCARE,440120,TN,2019,0.042,,10/01/2015,06/30/2017,0.042,,0.6545,,1.6958,,0.6045,,-0.7828,,2.196,,-0.441,,01/01/2016,12/31/2017,0.5626,,Yes,
FORT SANDERS REGIONAL MEDICAL CENTER,440125,TN,2019,1.2775,,10/01/2015,06/30/2017,1.2775,,-0.2315,,0.3902,,-0.0497,,-0.2948,,0.1746,,-1.3777,,01/01/2016,12/31/2017,-0.0051,,No,
BAPTIST MEMORIAL HOSPITAL UNION CITY,440130,TN,2019,-0.401,,10/01/2015,06/30/2017,-0.401,,-0.9004,,Not Available,5 - Results are not available for this reporting period.,0.3498,,-1.4966,,Not Available,5 - Results are not available for this reporting period.,-1.5545,,01/01/2016,12/31/2017,-0.8255,,No,
BAPTIST MEMORIAL HOSPITAL TIPTON,440131,TN,2019,-0.0333,,10/01/2015,06/30/2017,-0.0333,,-0.6427,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-0.6427,,01/01/2016,12/31/2017,-0.5513,,No,
SAINT THOMAS MIDTOWN HOSPITAL,440133,TN,2019,0.6742,,10/01/2015,06/30/2017,0.6742,,-0.1,,0.2444,,-0.2224,,0.3933,,-0.3003,,-0.6151,,01/01/2016,12/31/2017,0.0161,,No,
TENNOVA HEALTHCARE-SHELBYVILLE,440137,TN,2019,-0.5621,,10/01/2015,06/30/2017,-0.5621,,-0.3456,,-1.4878,,-1.5202,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,1.9711,,01/01/2016,12/31/2017,-0.3781,,No,
TENNOVA HEALTHCARE-HARTON,440144,TN,2019,0.8167,,10/01/2015,06/30/2017,0.8167,,0.4385,,-0.6642,,1.2866,,-0.003,,-0.2434,,1.8164,,01/01/2016,12/31/2017,0.4952,,Yes,
SAINT THOMAS DEKALB HOSPITAL,440148,TN,2019,-0.066,,10/01/2015,06/30/2017,-0.066,,1.9711,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,1.9711,,01/01/2016,12/31/2017,1.6655,,Yes,
TRISTAR SUMMIT MEDICAL CENTER,440150,TN,2019,-0.86,,10/01/2015,06/30/2017,-0.86,,-0.1552,,-0.7178,,-0.4177,,0.0465,,0.5742,,-0.2614,,01/01/2016,12/31/2017,-0.2609,,No,
SAINT THOMAS RIVER PARK HOSPITAL,440151,TN,2019,-1.1008,,10/01/2015,06/30/2017,-1.1008,,-0.874,,Not Available,5 - Results are not available for this reporting period.,-0.3427,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.4053,,01/01/2016,12/31/2017,-0.908,,No,
REGIONAL ONE HEALTH,440152,TN,2019,2.347,,10/01/2015,06/30/2017,2.347,,1.3787,,1.5204,,0.8766,,2.1365,,2.196,,0.1641,,01/01/2016,12/31/2017,1.524,,Yes,
TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,440153,TN,2019,-0.191,,10/01/2015,06/30/2017,-0.191,,1.0809,,Not Available,5 - Results are not available for this reporting period.,1.4837,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,0.678,,01/01/2016,12/31/2017,0.8901,,Yes,
PARKRIDGE MEDICAL CENTER,440156,TN,2019,0.4955,,10/01/2015,06/30/2017,0.4955,,0.7929,,1.7051,,1.9024,,-0.6177,,1.3299,,-0.3553,,01/01/2016,12/31/2017,0.7482,,Yes,
DELTA MEDICAL CENTER,440159,TN,2019,-0.1665,,10/01/2015,06/30/2017,-0.1665,,-1.6827,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.4406,,-1.9247,,01/01/2016,12/31/2017,-1.4553,,No,
TRISTAR CENTENNIAL MEDICAL CENTER,440161,TN,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,0.8472,,0.7854,,-0.0148,,1.6778,,0.5374,,1.25,,01/01/2016,12/31/2017,0.4864,,Yes,
PARKWEST MEDICAL CENTER,440173,TN,2019,-0.6954,,10/01/2015,06/30/2017,-0.6954,,0.3315,,0.8501,,0.4946,,-0.214,,1.36,,-0.8333,,01/01/2016,12/31/2017,0.1774,,No,
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,440175,TN,2019,-0.6121,,10/01/2015,06/30/2017,-0.6121,,-0.1437,,Not Available,5 - Results are not available for this reporting period.,-0.4736,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,0.1862,,01/01/2016,12/31/2017,-0.2139,,No,
INDIAN PATH COMMUNITY HOSPITAL,440176,TN,2019,0.0857,,10/01/2015,06/30/2017,0.0857,,-0.1185,,-0.9707,,-0.9411,,0.0263,,-0.6782,,1.9711,,01/01/2016,12/31/2017,-0.0879,,No,
JELLICO COMMUNITY HOSPITAL,440180,TN,2019,0.1938,,10/01/2015,06/30/2017,0.1938,,-0.7505,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-0.7505,,01/01/2016,12/31/2017,-0.6088,,No,
MCKENZIE REGIONAL HOSPITAL,440182,TN,2019,-0.6107,,10/01/2015,06/30/2017,-0.6107,,-0.6755,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-0.3021,,Not Available,5 - Results are not available for this reporting period.,-1.0489,,01/01/2016,12/31/2017,-0.6658,,No,
ST FRANCIS HOSPITAL,440183,TN,2019,-0.3998,,10/01/2015,06/30/2017,-0.3998,,0.6174,,0.5915,,-0.0776,,0.4172,,1.4804,,0.6753,,01/01/2016,12/31/2017,0.4648,,Yes,
FRANKLIN WOODS COMMUNITY HOSPITAL,440184,TN,2019,-0.5683,,10/01/2015,06/30/2017,-0.5683,,0.1565,,0.6285,,-0.0898,,0.4832,,0.1244,,-0.3636,,01/01/2016,12/31/2017,0.0478,,No,
TENNOVA HEALTHCARE-CLEVELAND,440185,TN,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.4338,,2.2018,,0.8522,,-0.8526,,0.3451,,-0.3775,,01/01/2016,12/31/2017,0.7208,,Yes,
LIVINGSTON REGIONAL HOSPITAL,440187,TN,2019,-0.2351,,10/01/2015,06/30/2017,-0.2351,,2.0684,,Not Available,5 - Results are not available for this reporting period.,2.1658,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,1.9711,,01/01/2016,12/31/2017,1.7229,,Yes,
TENNOVA HEALTHCARE-REGIONAL JACKSON,440189,TN,2019,1.8297,,10/01/2015,06/30/2017,1.8297,,0.5318,,0.9738,,0.2626,,0.4759,,0.9069,,0.0398,,01/01/2016,12/31/2017,0.7265,,Yes,
VHS HARLINGEN HOSPITAL COMPANY LLC,450033,TX,2019,-0.6498,,10/01/2015,06/30/2017,-0.6498,,-0.2058,,0.5768,,0.3882,,-0.9223,,-0.4207,,-0.651,,01/01/2016,12/31/2017,-0.2724,,No,
SAINT THOMAS HIGHLANDS HOSPITAL,440192,TN,2019,-0.3145,,10/01/2015,06/30/2017,-0.3145,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,-0.3145,,No,
TENNOVA HEALTHCARE-LEBANON,440193,TN,2019,0.1359,,10/01/2015,06/30/2017,0.1359,,0.7523,,1.9507,,1.1854,,-0.6966,,-0.6213,,1.9435,,01/01/2016,12/31/2017,0.6599,,Yes,
TRISTAR HENDERSONVILLE MEDICAL CENTER,440194,TN,2019,-0.5453,,10/01/2015,06/30/2017,-0.5453,,0.3109,,-0.016,,0.2957,,1.7915,,-0.7417,,0.2249,,01/01/2016,12/31/2017,0.1825,,No,
