,City,Daylight savings time flag,Latitude,Longitude,State,Timezone,Zip,geopoint
37463,Kansas City,1.0,39.096551,-94.749538,KS,-6.0,66110,"39.096551,-94.749538"
37464,Akron,1.0,41.052455,-81.529139,OH,-5.0,44317,"41.052455,-81.529139"
37465,Brinsmade,1.0,48.28641,-99.404705,ND,-6.0,58320,"48.28641,-99.404705"
37466,Elgin,1.0,42.034776,-88.32393,IL,-6.0,60123,"42.034776,-88.32393"
37467,Smicksburg,1.0,40.854735999999995,-79.13528000000001,PA,-5.0,16256,"40.854736,-79.13528"
37468,Lancaster,1.0,40.110201,-76.305378,PA,-5.0,17606,"40.110201,-76.305378"
37469,Glen Head,1.0,40.823957,-73.60415,NY,-5.0,11545,"40.823957,-73.60415"
37470,Fort Johnson,1.0,42.970827,-74.24778,NY,-5.0,12070,"42.970827,-74.24778"
37471,Greenfield Center,1.0,43.128878,-73.8555,NY,-5.0,12833,"43.128878,-73.8555"
37472,Oswego,1.0,43.449201,-76.47991999999999,NY,-5.0,13126,"43.449201,-76.47992"
37473,Salado,1.0,30.946345,-97.535883,TX,-6.0,76576,"30.946345,-97.535883"
37474,Houston,1.0,29.833990000000004,-95.434241,TX,-6.0,77224,"29.83399,-95.434241"
37475,San Antonio,1.0,29.428132,-98.46279,TX,-6.0,78202,"29.428132,-98.46279"
37476,Chaseley,1.0,47.494170000000004,-99.84212,ND,-6.0,58423,"47.49417,-99.84212"
37477,Haugan,1.0,47.365882,-115.49151,MT,-7.0,59842,"47.365882,-115.49151"
37478,Radom,1.0,38.282464000000004,-89.19355999999999,IL,-6.0,62876,"38.282464,-89.19356"
37479,Pitkin,1.0,30.937089,-92.94802,LA,-6.0,70656,"30.937089,-92.94802"
37480,Lockwood,1.0,37.411943,-93.96162,MO,-6.0,65682,"37.411943,-93.96162"
37481,San Ysidro,1.0,35.527064,-106.80866,NM,-7.0,87053,"35.527064,-106.80866"
37482,Hartshorne,1.0,34.842940000000006,-95.57413000000001,OK,-6.0,74547,"34.84294,-95.57413"
37483,Waxahachie,1.0,32.380958,-96.91801,TX,-6.0,75167,"32.380958,-96.91801"
37484,Marmaduke,1.0,36.189695,-90.379616,AR,-6.0,72448,"36.189695,-90.379616"
37485,Snyder,1.0,34.637178999999996,-98.96531999999999,OK,-6.0,73566,"34.637179,-98.96532"
37486,Radford,1.0,37.122583,-80.562913,VA,-5.0,24143,"37.122583,-80.562913"
37487,Cluster Springs,1.0,36.611317,-78.94551899999999,VA,-5.0,24535,"36.611317,-78.945519"
37488,Layland,1.0,37.906682,-80.99175,WV,-5.0,25864,"37.906682,-80.99175"
37489,Mebane,1.0,36.111449,-79.27141999999999,NC,-5.0,27302,"36.111449,-79.27142"
37490,Clarkton,1.0,34.491177,-78.64362,NC,-5.0,28433,"34.491177,-78.64362"
37491,Elwood,1.0,41.992936,-90.7392,IA,-6.0,52226,"41.992936,-90.7392"
37492,Darien,1.0,42.60027,-88.74978,WI,-6.0,53114,"42.60027,-88.74978"
37493,Mather,1.0,43.945209999999996,-90.04948900000001,WI,-6.0,54641,"43.94521,-90.049489"
37494,Hampton,1.0,44.607553,-92.98548000000001,MN,-6.0,55031,"44.607553,-92.98548"
37495,Champlin,1.0,45.170714000000004,-93.38452,MN,-6.0,55316,"45.170714,-93.38452"
37496,Minneapolis,1.0,45.015914,-93.47188,MN,-6.0,55479,"45.015914,-93.47188"
37497,San Francisco,1.0,37.801028,-122.43836,CA,-8.0,94123,"37.801028,-122.43836"
37498,San Jose,1.0,37.335545,-121.89877,CA,-8.0,95110,"37.335545,-121.89877"
37499,Sedona,0.0,34.782453000000004,-111.76763999999999,AZ,-7.0,86351,"34.782453,-111.76764"
37500,Noti,1.0,44.099562,-123.46265,OR,-8.0,97461,"44.099562,-123.46265"
37501,La Mesa,1.0,33.016928,-116.846046,CA,-8.0,91943,"33.016928,-116.846046"
37502,Rosburg,1.0,46.302904999999996,-123.62473,WA,-8.0,98643,"46.302905,-123.62473"
37503,Dallas,1.0,32.767268,-96.777626,TX,-6.0,75263,"32.767268,-96.777626"
37504,Dallas,1.0,32.767268,-96.777626,TX,-6.0,75285,"32.767268,-96.777626"
37505,Gridley,1.0,38.078496,-95.89505,KS,-6.0,66852,"38.078496,-95.89505"
37506,Clay Center,1.0,39.341513,-97.1552,KS,-6.0,67432,"39.341513,-97.1552"
37507,Ness City,1.0,38.443723,-99.92622,KS,-6.0,67560,"38.443723,-99.92622"
37508,Bogard,1.0,39.487429999999996,-93.5483,MO,-6.0,64622,"39.48743,-93.5483"
37509,Brandsville,1.0,36.648817,-91.69759599999999,MO,-6.0,65688,"36.648817,-91.697596"
37510,Sandpoint,1.0,48.362033000000004,-116.55101,ID,-8.0,83864,"48.362033,-116.55101"
37511,Phoenix,0.0,33.276539,-112.18717,AZ,-7.0,85067,"33.276539,-112.18717"
37512,Sasabe,0.0,31.632739,-111.49066,AZ,-7.0,85633,"31.632739,-111.49066"
37513,Stanford,1.0,40.426186,-89.2107,IL,-6.0,61774,"40.426186,-89.2107"
37514,Mears,1.0,43.678258,-86.46576,MI,-5.0,49436,"43.678258,-86.46576"
37515,Searsboro,1.0,41.56512,-92.69484,IA,-6.0,50242,"41.56512,-92.69484"
37516,Rockford,1.0,43.048973,-92.95458,IA,-6.0,50468,"43.048973,-92.95458"
37517,New Hartford,1.0,42.568395,-92.62664000000001,IA,-6.0,50660,"42.568395,-92.62664"
37518,Earl Park,0.0,40.692374,-87.4346,IN,-5.0,47942,"40.692374,-87.4346"
37519,Troy,1.0,42.556943,-83.11506,MI,-5.0,48083,"42.556943,-83.11506"
37520,Constantine,1.0,41.847413,-85.66411,MI,-5.0,49042,"41.847413,-85.66411"
37521,Gobles,1.0,42.373459999999994,-85.85725,MI,-5.0,49055,"42.37346,-85.85725"
37522,Fayetteville,1.0,35.084163000000004,-78.953,NC,-5.0,28303,"35.084163,-78.953"
37523,Sharon Grove,1.0,36.953559000000006,-87.09886999999999,KY,-6.0,42280,"36.953559,-87.09887"
37524,Fork,1.0,39.47044,-76.44898,MD,-5.0,21051,"39.47044,-76.44898"
37525,Lightfoot,1.0,37.235892,-76.44556700000001,VA,-5.0,23090,"37.235892,-76.445567"
37526,Goshen,1.0,43.304058000000005,-72.13525,NH,-5.0,3752,"43.304058,-72.13525"
37527,Dalton,1.0,42.523195,-77.93008,NY,-5.0,14836,"42.523195,-77.93008"
37528,Lawnside,1.0,39.866513,-75.03197,NJ,-5.0,8045,"39.866513,-75.03197"
37529,Wenonah,1.0,39.799347,-75.15202,NJ,-5.0,8090,"39.799347,-75.15202"
37530,Bronx,1.0,40.829676,-73.90856,NY,-5.0,10456,"40.829676,-73.90856"
37531,Danville,1.0,36.622638,-79.39998,VA,-5.0,24540,"36.622638,-79.39998"
37532,Iaeger,1.0,37.469496,-81.79548,WV,-5.0,24844,"37.469496,-81.79548"
37533,Minisink Hills,1.0,40.999857,-75.13254,PA,-5.0,18341,"40.999857,-75.13254"
37534,Chester Springs,1.0,40.089905,-75.64124,PA,-5.0,19425,"40.089905,-75.64124"
37535,Van,1.0,32.533765,-95.63493000000001,TX,-6.0,75790,"32.533765,-95.63493"
37536,Kansas City,1.0,39.035038,-94.356728,MO,-6.0,64999,"39.035038,-94.356728"
37537,Topeka,1.0,39.042939000000004,-95.769657,KS,-6.0,66629,"39.042939,-95.769657"
37538,Dora,1.0,33.931311,-103.35459,NM,-7.0,88115,"33.931311,-103.35459"
37539,El Paso,1.0,31.694841999999998,-106.29998700000002,TX,-7.0,88558,"31.694842,-106.299987"
37540,Elko,1.0,41.059414000000004,-115.529596,NV,-8.0,89802,"41.059414,-115.529596"
37541,Los Angeles,1.0,33.786594,-118.29866200000001,CA,-8.0,90052,"33.786594,-118.298662"
37542,Amarillo,1.0,35.216029,-102.071415,TX,-6.0,79159,"35.216029,-102.071415"
37543,Big Spring,1.0,32.21649,-101.4532,TX,-6.0,79720,"32.21649,-101.4532"
37544,Reeves,1.0,30.518748,-93.02735,LA,-6.0,70658,"30.518748,-93.02735"
37545,West Topsham,1.0,44.116731,-72.31915,VT,-5.0,5086,"44.116731,-72.31915"
37546,New Haven,1.0,41.365709,-72.92750699999999,CT,-5.0,6507,"41.365709,-72.927507"
37547,Cherry Hill,1.0,39.879713,-74.9719,NJ,-5.0,8003,"39.879713,-74.9719"
37548,Gurabo,0.0,18.258628,-65.97791,PR,-4.0,778,"18.258628,-65.97791"
37549,Middleboro,1.0,41.970473999999996,-70.701357,MA,-5.0,2349,"41.970474,-70.701357"
37550,Chicago Heights,1.0,41.811929,-87.68732,IL,-6.0,60412,"41.811929,-87.68732"
37551,Kiron,1.0,42.204515,-95.30928,IA,-6.0,51448,"42.204515,-95.30928"
37552,Douds,1.0,40.798007,-92.13296,IA,-6.0,52551,"40.798007,-92.13296"
37553,Franklin,1.0,35.893823,-86.89919,TN,-6.0,37064,"35.893823,-86.89919"
37554,Jackson,1.0,35.612404999999995,-88.841225,TN,-6.0,38302,"35.612405,-88.841225"
37555,Lilburn,1.0,33.960353000000005,-84.037859,GA,-5.0,30048,"33.960353,-84.037859"
37556,Redwood,1.0,44.323952,-75.76895,NY,-5.0,13679,"44.323952,-75.76895"
37557,Buffalo,1.0,42.836858,-78.75556999999999,NY,-5.0,14224,"42.836858,-78.75557"
37558,Bentonville,1.0,38.822506,-78.27368,VA,-5.0,22610,"38.822506,-78.27368"
37559,Jeromesville,1.0,40.801432,-82.18712,OH,-5.0,44840,"40.801432,-82.18712"
37560,Fall City,1.0,47.565642,-121.88638,WA,-8.0,98024,"47.565642,-121.88638"
37561,Eagle River,1.0,61.310221999999996,-149.51689,AK,-9.0,99577,"61.310222,-149.51689"
37562,Appleton,1.0,44.276986,-88.39445,WI,-6.0,54911,"44.276986,-88.39445"
37563,Aitkin,1.0,46.507241,-93.66458,MN,-6.0,56431,"46.507241,-93.66458"
37564,Northville,1.0,45.151165999999996,-98.65671,SD,-6.0,57465,"45.151166,-98.65671"
37565,Hoople,1.0,48.515762,-97.66385,ND,-6.0,58243,"48.515762,-97.66385"
37566,Lena,1.0,42.381064,-89.83062,IL,-6.0,61048,"42.381064,-89.83062"
37567,Hampton,1.0,41.554666,-90.40987,IL,-6.0,61256,"41.554666,-90.40987"
37568,Sorento,1.0,38.996375,-89.57044,IL,-6.0,62086,"38.996375,-89.57044"
37569,Smithboro,1.0,38.887747999999995,-89.32248,IL,-6.0,62284,"38.887748,-89.32248"
37570,Kansas City,1.0,39.282869,-94.408998,MO,-6.0,64144,"39.282869,-94.408998"
37571,Leonard,1.0,42.838438000000004,-83.14416,MI,-5.0,48367,"42.838438,-83.14416"
37572,Smithfield,1.0,40.269740999999996,-80.78137,OH,-5.0,43948,"40.269741,-80.78137"
37573,Proctorville,1.0,38.468003,-82.35457,OH,-5.0,45669,"38.468003,-82.35457"
37574,Mishawaka,0.0,41.681487,-86.16811,IN,-5.0,46545,"41.681487,-86.16811"
37575,Free Soil,1.0,44.100701,-86.2662,MI,-5.0,49411,"44.100701,-86.2662"
37576,Ferguson,1.0,41.937459999999994,-92.865,IA,-6.0,50078,"41.93746,-92.865"
37577,Zanesville,1.0,39.961236,-81.962539,OH,-5.0,43702,"39.961236,-81.962539"
37578,Ocala,1.0,29.240728000000004,-82.087458,FL,-5.0,34477,"29.240728,-82.087458"
37579,Chimayo,1.0,35.997094,-105.94533,NM,-7.0,87522,"35.997094,-105.94533"
37580,Tieton,1.0,46.707735,-120.75713,WA,-8.0,98947,"46.707735,-120.75713"
37581,Mesa,1.0,46.581454,-119.12106999999999,WA,-8.0,99343,"46.581454,-119.12107"
37582,Santa Clarita,1.0,34.490004,-118.300826,CA,-8.0,91390,"34.490004,-118.300826"
37583,Port Hueneme,1.0,34.032383,-119.1343,CA,-8.0,93044,"34.032383,-119.1343"
37584,Trinity Center,1.0,41.004651,-122.71541,CA,-8.0,96091,"41.004651,-122.71541"
37585,Wanaque,1.0,41.052958000000004,-74.28236,NJ,-5.0,7465,"41.052958,-74.28236"
37586,San Juan,0.0,18.41242,-66.09069000000001,PR,-4.0,920,"18.41242,-66.09069"
37587,East Taunton,1.0,41.876249,-71.01827,MA,-5.0,2718,"41.876249,-71.01827"
37588,Rock Hill,1.0,34.992612,-81.178712,SC,-5.0,29731,"34.992612,-81.178712"
37589,Redan,1.0,33.891251000000004,-84.07455999999999,GA,-5.0,30074,"33.891251,-84.07456"
37590,Ambia,0.0,40.469643,-87.50098,IN,-5.0,47917,"40.469643,-87.50098"
37591,Java,1.0,36.842686,-79.19748,VA,-5.0,24565,"36.842686,-79.19748"
37592,Peytona,1.0,38.136987,-81.70111999999999,WV,-5.0,25154,"38.136987,-81.70112"
37593,Saucier,1.0,30.600244,-89.11948000000001,MS,-6.0,39574,"30.600244,-89.11948"
37594,Louisville,1.0,38.188962,-85.676819,KY,-5.0,40281,"38.188962,-85.676819"
37595,Broadway,1.0,38.619654,-78.80513,VA,-5.0,22815,"38.619654,-78.80513"
37596,Gilbert,1.0,33.947764,-81.3823,SC,-5.0,29054,"33.947764,-81.3823"
37597,Silverstreet,1.0,34.215881,-81.75318,SC,-5.0,29145,"34.215881,-81.75318"
37598,Pickens,1.0,34.912476,-82.71136,SC,-5.0,29671,"34.912476,-82.71136"
37599,Venice,1.0,27.055013,-82.3973,FL,-5.0,34293,"27.055013,-82.3973"
37600,Courtland,1.0,34.665033,-87.30978,AL,-6.0,35618,"34.665033,-87.30978"
37601,Pleasant View,1.0,36.393153000000005,-87.0285,TN,-6.0,37146,"36.393153,-87.0285"
37602,Chattanooga,1.0,35.046172999999996,-85.2988,TN,-5.0,37403,"35.046173,-85.2988"
37603,Troy,1.0,36.358158,-89.17888,TN,-6.0,38260,"36.358158,-89.17888"
37604,Philomont,1.0,39.057952,-77.74342299999999,VA,-5.0,20131,"39.057952,-77.743423"
37605,Edgewater,1.0,38.921763,-76.5373,MD,-5.0,21037,"38.921763,-76.5373"
37606,Farnham,1.0,37.858952,-76.63263,VA,-5.0,22460,"37.858952,-76.63263"
37607,Charlottesville,1.0,38.040101,-78.485066,VA,-5.0,22905,"38.040101,-78.485066"
37608,Pembroke,1.0,37.31803,-80.62267,VA,-5.0,24136,"37.31803,-80.62267"
37609,Saxon,1.0,37.793057,-81.384755,WV,-5.0,25180,"37.793057,-81.384755"
37610,Vienna,1.0,39.323907,-81.54205999999999,WV,-5.0,26105,"39.323907,-81.54206"
37611,Quincy,1.0,38.630683000000005,-83.11739,KY,-5.0,41166,"38.630683,-83.11739"
37612,Provo,1.0,37.229645,-86.804803,KY,-6.0,42267,"37.229645,-86.804803"
37613,Boynton Beach,1.0,26.524549,-80.06321,FL,-5.0,33435,"26.524549,-80.06321"
37614,Micro,1.0,35.562142,-78.20349,NC,-5.0,27555,"35.562142,-78.20349"
37615,Hatteras,1.0,35.218342,-75.68791999999999,NC,-5.0,27943,"35.218342,-75.68792"
37616,Lexington,1.0,38.028269,-84.47150500000001,KY,-5.0,40578,"38.028269,-84.471505"
37617,Kimballton,1.0,41.6485,-95.08334,IA,-6.0,51543,"41.6485,-95.08334"
37618,Patch Grove,1.0,42.941786,-90.97564,WI,-6.0,53817,"42.941786,-90.97564"
37619,Royalton,1.0,45.840565000000005,-94.26434,MN,-6.0,56373,"45.840565,-94.26434"
37620,Dement,1.0,41.964197,-88.951205,IL,-6.0,60149,"41.964197,-88.951205"
37621,Dover,1.0,40.537509,-81.48791,OH,-5.0,44622,"40.537509,-81.48791"
37622,Dayton,1.0,39.725705,-84.18927,OH,-5.0,45409,"39.725705,-84.18927"
37623,Loogootee,1.0,38.911662,-88.87747,IL,-6.0,62857,"38.911662,-88.87747"
37624,Galesburg,1.0,42.289991,-85.41657,MI,-5.0,49053,"42.289991,-85.41657"
37625,Colfax,1.0,45.012181,-91.73021,WI,-6.0,54730,"45.012181,-91.73021"
37626,Tofte,1.0,47.677189,-90.81276,MN,-6.0,55615,"47.677189,-90.81276"
37627,Tulsa,1.0,36.054345,-95.95772099999999,OK,-6.0,74171,"36.054345,-95.957721"
37628,Pittsburg,1.0,32.97708,-94.96809,TX,-6.0,75686,"32.97708,-94.96809"
37629,Blue River,1.0,44.178746000000004,-122.14591000000001,OR,-8.0,97413,"44.178746,-122.14591"
37630,Omak,1.0,48.403174,-119.39066000000001,WA,-8.0,98841,"48.403174,-119.39066"
37631,Lakeland,1.0,27.978315999999996,-82.00841,FL,-5.0,33811,"27.978316,-82.00841"
37632,Binghamton,1.0,42.077258,-75.90226,NY,-5.0,13903,"42.077258,-75.90226"
37633,Wethersfield,1.0,41.702049,-72.6747,CT,-5.0,6109,"41.702049,-72.6747"
37634,Haines City,1.0,28.002553000000002,-81.61864,FL,-5.0,33845,"28.002553,-81.61864"
37635,Fultondale,1.0,33.611297,-86.81518,AL,-6.0,35068,"33.611297,-86.81518"
37636,Lowland,1.0,36.213293,-83.275211,TN,-5.0,37778,"36.213293,-83.275211"
37637,Bellevue,1.0,47.611021,-122.16858,WA,-8.0,98005,"47.611021,-122.16858"
37638,Federal Way,1.0,47.309021,-122.36178000000001,WA,-8.0,98023,"47.309021,-122.36178"
37639,Paicines,1.0,36.504585999999996,-121.01515,CA,-8.0,95043,"36.504586,-121.01515"
37640,San Bernardino,1.0,34.839964,-115.967051,CA,-8.0,92413,"34.839964,-115.967051"
37641,Ventura,1.0,34.268736,-119.2249,CA,-8.0,93003,"34.268736,-119.2249"
37642,Blue Mound,1.0,39.689033,-93.555456,MO,-6.0,64600,"39.689033,-93.555456"
37643,Atchison,1.0,39.553785999999995,-95.13472,KS,-6.0,66002,"39.553786,-95.13472"
37644,Piedmont,1.0,37.629754,-96.40529000000001,KS,-6.0,67122,"37.629754,-96.40529"
37645,Nemaha,1.0,40.321940000000005,-95.67683000000001,NE,-6.0,68414,"40.32194,-95.67683"
37646,Page,1.0,42.419270000000004,-98.40272,NE,-6.0,68766,"42.41927,-98.40272"
37647,Newark,1.0,41.529433000000004,-88.53551999999999,IL,-6.0,60541,"41.529433,-88.53552"
37648,Iroquois,1.0,40.827011,-87.58355999999999,IL,-6.0,60945,"40.827011,-87.58356"
37649,New Windsor,1.0,41.200936,-90.45631,IL,-6.0,61465,"41.200936,-90.45631"
37650,Roseville,1.0,40.70595,-90.65724,IL,-6.0,61473,"40.70595,-90.65724"
37651,Dalton City,1.0,39.719012,-88.82226999999999,IL,-6.0,61925,"39.719012,-88.82227"
37652,Pentwater,1.0,43.791699,-86.40276,MI,-5.0,49449,"43.791699,-86.40276"
37653,Goetzville,1.0,46.064734,-84.15477,MI,-5.0,49736,"46.064734,-84.15477"
37654,Houghton,1.0,47.414054,-88.29795899999999,MI,-5.0,49924,"47.414054,-88.297959"
37655,Ellison Bay,1.0,45.271782,-87.04561,WI,-6.0,54210,"45.271782,-87.04561"
37656,Two Rivers,1.0,44.174245,-87.58613000000001,WI,-6.0,54241,"44.174245,-87.58613"
37657,Isabella,1.0,47.664633,-91.52953000000001,MN,-6.0,55607,"47.664633,-91.52953"
37658,Glyndon,1.0,46.884481,-96.56300999999999,MN,-6.0,56547,"46.884481,-96.56301"
37659,Pocahontas,1.0,36.304912,-91.0141,AR,-6.0,72455,"36.304912,-91.0141"
37660,Badger,1.0,44.484691,-97.20668,SD,-6.0,57214,"44.484691,-97.20668"
37661,Mooreton,1.0,46.273379999999996,-96.88178,ND,-6.0,58061,"46.27338,-96.88178"
37662,Drayton,1.0,48.593133,-97.22272,ND,-6.0,58225,"48.593133,-97.22272"
37663,Tappen,1.0,46.856925,-99.60568,ND,-6.0,58487,"46.856925,-99.60568"
37664,Kirksville,1.0,40.183335,-92.58341,MO,-6.0,63501,"40.183335,-92.58341"
37665,Mount Judea,1.0,35.927363,-93.0179,AR,-6.0,72655,"35.927363,-93.0179"
37666,Rancho Cucamonga,1.0,34.127819,-117.5246,CA,-8.0,91739,"34.127819,-117.5246"
37667,Cedarpines Park,1.0,34.839964,-115.967051,CA,-8.0,92322,"34.839964,-115.967051"
37668,New Holland,1.0,40.186852,-89.56053,IL,-6.0,62671,"40.186852,-89.56053"
37669,Lampe,1.0,36.561455,-93.46715,MO,-6.0,65681,"36.561455,-93.46715"
37670,Omaha,1.0,41.235064,-96.05073,NE,-6.0,68124,"41.235064,-96.05073"
37671,Gonzales,1.0,30.204707,-90.86948100000001,LA,-6.0,70707,"30.204707,-90.869481"
37672,Diamondville,1.0,41.779266,-110.53868,WY,-7.0,83116,"41.779266,-110.53868"
37673,American Fork,1.0,40.394234999999995,-111.79449,UT,-7.0,84003,"40.394235,-111.79449"
37674,Joseph,1.0,38.620071,-112.23422,UT,-7.0,84739,"38.620071,-112.23422"
37675,Somerton,0.0,32.58193,-114.71198999999999,AZ,-7.0,85350,"32.58193,-114.71199"
37676,Tucson,0.0,32.071764,-110.85910600000001,AZ,-7.0,85777,"32.071764,-110.859106"
37677,Bagdad,0.0,34.543627,-113.11473000000001,AZ,-7.0,86321,"34.543627,-113.11473"
37678,Hartley,1.0,35.890235,-102.3595,TX,-6.0,79044,"35.890235,-102.3595"
37679,Stratford,1.0,36.28116,-102.02186999999999,TX,-6.0,79084,"36.28116,-102.02187"
37680,Longmont,1.0,40.087835,-105.373507,CO,-7.0,80502,"40.087835,-105.373507"
37681,Scappoose,1.0,45.778892,-122.92065,OR,-8.0,97056,"45.778892,-122.92065"
37682,Mead,1.0,47.81108,-117.22306,WA,-8.0,99021,"47.81108,-117.22306"
37683,Derry,1.0,32.791076000000004,-107.28652,NM,-7.0,87933,"32.791076,-107.28652"
37684,Las Vegas,1.0,35.927901,-114.97206100000001,NV,-8.0,89116,"35.927901,-114.972061"
37685,Sacramento,1.0,38.377410999999995,-121.444429,CA,-8.0,94282,"38.377411,-121.444429"
37686,Moraga,1.0,37.777208,-121.955399,CA,-8.0,94570,"37.777208,-121.955399"
37687,Glendale,1.0,34.165372999999995,-118.24531999999999,CA,-8.0,91207,"34.165373,-118.24532"
37688,San Luis Rey,1.0,33.016928,-116.846046,CA,-8.0,92068,"33.016928,-116.846046"
37689,Denton,1.0,33.23552,-97.11274300000001,TX,-6.0,76209,"33.23552,-97.112743"
37690,Troy,1.0,31.212196000000002,-97.26563,TX,-6.0,76579,"31.212196,-97.26563"
37691,Ambrose,1.0,31.57344,-83.01501999999999,GA,-5.0,31512,"31.57344,-83.01502"
37692,Opelika,1.0,32.556296,-85.33465,AL,-6.0,36804,"32.556296,-85.33465"
37693,McEwen,1.0,36.069712,-87.64489,TN,-6.0,37101,"36.069712,-87.64489"
37694,Nashville,1.0,36.065032,-86.94674,TN,-6.0,37221,"36.065032,-86.94674"
37695,Miston,1.0,36.046851000000004,-89.443779,TN,-6.0,38056,"36.046851,-89.443779"
37696,Hulen,1.0,36.786271,-83.52009,KY,-5.0,40845,"36.786271,-83.52009"
37697,Sacramento,1.0,38.377410999999995,-121.444429,CA,-8.0,94248,"38.377411,-121.444429"
37698,Stockton,1.0,37.962872999999995,-121.26401000000001,CA,-8.0,95205,"37.962873,-121.26401"
37699,Moccasin,1.0,37.805371,-120.375945,CA,-8.0,95347,"37.805371,-120.375945"
37700,Smith River,1.0,41.949739,-124.15098,CA,-8.0,95567,"41.949739,-124.15098"
37701,Three Rivers,1.0,36.431565,-118.86296000000002,CA,-8.0,93271,"36.431565,-118.86296"
37702,Sunspot,1.0,32.8672,-105.781129,NM,-7.0,88349,"32.8672,-105.781129"
37703,Ruby Valley,1.0,40.453542,-115.33256999999999,NV,-8.0,89833,"40.453542,-115.33257"
37704,Monponsett,1.0,42.018525,-70.847486,MA,-5.0,2350,"42.018525,-70.847486"
37705,Kenyon,1.0,44.268145000000004,-92.9651,MN,-6.0,55946,"44.268145,-92.9651"
37706,Perley,1.0,47.197932,-96.72953000000001,MN,-6.0,56574,"47.197932,-96.72953"
37707,Blackey,1.0,37.141017,-82.99081,KY,-5.0,41804,"37.141017,-82.99081"
37708,Rock Camp,1.0,38.536685,-82.532715,OH,-5.0,45675,"38.536685,-82.532715"
37709,South Point,1.0,38.438617,-82.55774,OH,-5.0,45680,"38.438617,-82.55774"
37710,Venice,1.0,27.091783000000003,-82.44846,FL,-5.0,34285,"27.091783,-82.44846"
37711,Birmingham,1.0,33.456412,-86.80190400000001,AL,-6.0,35201,"33.456412,-86.801904"
37712,Hartselle,1.0,34.442184000000005,-86.94027,AL,-6.0,35640,"34.442184,-86.94027"
37713,Horton,1.0,34.179277,-86.36882,AL,-6.0,35980,"34.179277,-86.36882"
37714,Dickinson,1.0,31.756797,-87.645,AL,-6.0,36436,"31.756797,-87.645"
37715,West Lafayette,0.0,40.461012,-86.93664,IN,-5.0,47906,"40.461012,-86.93664"
37716,Rosebush,1.0,43.713365,-84.77731,MI,-5.0,48878,"43.713365,-84.77731"
37717,Rome,1.0,34.290508,-85.213817,GA,-5.0,30162,"34.290508,-85.213817"
37718,Woodstock,1.0,34.108027,-84.4843,GA,-5.0,30188,"34.108027,-84.4843"
37719,Newnan,1.0,33.400875,-84.71206,GA,-5.0,30265,"33.400875,-84.71206"
37720,La Pryor,1.0,28.950546999999997,-99.85032,TX,-6.0,78872,"28.950547,-99.85032"
37721,Amarillo,1.0,35.401475,-101.895089,TX,-6.0,79105,"35.401475,-101.895089"
37722,Denver,1.0,39.859584999999996,-104.95943,CO,-7.0,80229,"39.859585,-104.95943"
37723,Casper,1.0,42.966192,-106.807047,WY,-7.0,82605,"42.966192,-106.807047"
37724,Springfield,1.0,39.806089,-89.58635600000001,IL,-6.0,62708,"39.806089,-89.586356"
37725,Brownwood,1.0,37.082526,-89.95595,MO,-6.0,63738,"37.082526,-89.95595"
37726,Omaha,1.0,41.296748,-96.05181,NE,-6.0,68134,"41.296748,-96.05181"
37727,Baton Rouge,1.0,30.515890000000002,-91.080373,LA,-6.0,70831,"30.51589,-91.080373"
37728,Slatedale,1.0,40.744054999999996,-75.65864,PA,-5.0,18079,"40.744055,-75.65864"
37729,Sumneytown,1.0,40.327782,-75.454043,PA,-5.0,18084,"40.327782,-75.454043"
37730,Hiram,1.0,43.871738,-70.83391,ME,-5.0,4041,"43.871738,-70.83391"
37731,Old Orchard Beach,1.0,43.514864,-70.3856,ME,-5.0,4064,"43.514864,-70.3856"
37732,Willimantic,1.0,41.714867,-72.20934,CT,-5.0,6226,"41.714867,-72.20934"
37733,North Bergen,1.0,40.7946,-74.01963,NJ,-5.0,7047,"40.7946,-74.01963"
37734,Altmar,1.0,43.499843,-75.97716,NY,-5.0,13302,"43.499843,-75.97716"
37735,Bernardsville,1.0,40.733863,-74.58565300000001,NJ,-5.0,7952,"40.733863,-74.585653"
37736,Scarsdale,1.0,40.98845,-73.79715999999999,NY,-5.0,10583,"40.98845,-73.79716"
37737,Centerport,1.0,40.890598,-73.37536,NY,-5.0,11721,"40.890598,-73.37536"
37738,Rural Valley,1.0,40.779271,-79.31915,PA,-5.0,16249,"40.779271,-79.31915"
37739,Entriken,1.0,40.335188,-78.20534,PA,-5.0,16638,"40.335188,-78.20534"
37740,Beech Creek,1.0,41.092339,-77.60545,PA,-5.0,16822,"41.092339,-77.60545"
37741,Portsmouth,1.0,43.005895,-71.013202,NH,-5.0,214,"43.005895,-71.013202"
37742,North Egremont,1.0,42.198648,-73.44623399999999,MA,-5.0,1252,"42.198648,-73.446234"
37743,Bay Springs,1.0,31.969813000000002,-89.27645,MS,-6.0,39422,"31.969813,-89.27645"
37744,Harrisburg,1.0,35.335294,-80.6633,NC,-5.0,28075,"35.335294,-80.6633"
37745,Jacksonville,1.0,30.34494,-81.68310699999999,FL,-5.0,32231,"30.34494,-81.683107"
37746,Boca Raton,1.0,26.347305,-80.08551999999999,FL,-5.0,33432,"26.347305,-80.08552"
37747,Benzonia,1.0,44.592766,-86.08323,MI,-5.0,49616,"44.592766,-86.08323"
